idstd,id,recnumber,Rotation,cards,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,c3,c4,c5,a20dstart,a20mstart,a20ystart,a20dend,a20mend,a20yend,c6,c7,c8,c9a,c9b,c10,c11,c12,c13,c14,c15,c16,c17,c22a,c22b,c28,c30a,c30b,d1a1x,d1a2,d1a3,d2,d2x,n3,d3a,d3b,d3c,d4,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d16,d17,d30a,d30b,e1,e2b,KENe1,KENe10,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g6a,g6b,g6c,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5i,k5bc,k5e,k5f,k5hdj,k6,k7,A2f1,A2f2,k8,A2f3,k9,A2f4,A2f4x,A2f5,k10,A2f6,A2f7,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k16,k17,k20a,KENk26,KENk27,KENk28,k21,KENk33,KENk34a,KENk34b,KENk34c,KENk34d,k30,MMs1,MMs2,MMs3,MMs4,MMs5,MMs6,MMs7,MMs8,MMs9,MMs10,MMs11a,MMs11b,MMs11c,MMs11d,MMs11e,MMs11f,MMs12a,MMs12b,MMs12c,MMs12d,h7a,j2,j3,j4,j5,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,l3a,l3b,l4a,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2e,n2f,n2b,n2ra,n2rb,n2i,n2j,n6a,n6b,n7a,n7b,a15a2,a15a3,a15b2,a15b3,a15c2,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,panel,id_panel,wstrict,wmedian,wweak,strata
537314,12.0,54.0,2.0,(B) without cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Transport machines (34&35),Furniture,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,276,270,21,3,2013,15,53,Sole proprietorship,,100,100,0,0,0,No,,2000,4,No,2000,20,No,No,No,,,1,7,2011,30,6,2012,Yes,DK,,DK,,No,,No,,,The establishment does not use water for production,,,No,No,Yes,Moderate obstacle,No obstacle,Manufacturing wooden beds,3610,80,DK,,DK,100,0,0,,,,,No losses,No losses,80.0,20.0,No,,1.0,,No obstacle,Minor obstacle,National,Too many to count,Increase,Increase,No,Yes,Major obstacle,Yes,No,No,No,Yes,No,No,No,DK,DK,120.0,0,100,0,No,,,,,,,,,Major obstacle,Yes,2.0,,No,,,Minor obstacle,30,40,DK,DK,DK,DK,DK,Yes,DK,DK,100.0,0.0,0.0,0.0,0.0,0.0,No,No,,,No,,,,,,,,,,,,,,,,,,,DK,DK,,,,,,No,NA,NA,DK,No,DK,Major obstacle,Yes,Reduce costs of financial transactions,Yes,40.0,Yes,40.0,Yes,10.0,Yes,20.0,,,,,,,DK,No,No,No,Tend to agree,No time was spent,No,,,No,,DK,,No,,,No,,,Minor obstacle,Minor obstacle,Minor obstacle,NA,DK,NA,4,4,4.0,0.0,4.0,0.0,0.0,0.0,,No full-time seasonal or temporary workers,,,10.0,No female production workers,10,No,,,No obstacle,Minor obstacle,Access to finance,Access to land,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,11,Male,,,,,21,3,2013,17,10,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.1971586495242221,1.2220159163519897,2.655077002429075,11.0
537315,13.0,73.0,3.0,(A) with cards,Retail,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,276,270,21,3,2013,17,44,Sole proprietorship,,100,100,0,0,0,No,,1990,2,No,1990,20,No,No,No,,,1,1,2012,31,12,2012,Yes,DK,,DK,,No,,No,,,,,,No,No,Yes,Minor obstacle,Very Severe Obstacle,Selling toys,5239,60,DK,,DK,100,0,0,,,,,NA,No losses,,,,,,DK,Very Severe Obstacle,Very Severe Obstacle,,,Decrease,Increase,,Yes,Moderate obstacle,No,,No,No,No,No,No,No,No,,,100,0,0,No,,,-9.0,,,100.0,0.0,0.0,Very Severe Obstacle,No,,,No,,,No obstacle,20,5,80,0,0,0,20,No,,,,,,,,,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,,,,No,NA,NA,NA,No,No,Moderate obstacle,Yes,Reduce the time spent in financial transactions,No,,Yes,40.0,Yes,20.0,No,,,,,,,,No,No,No,No,Tend to agree,No time was spent,No,,,No,,DK,,No,,,No,,,No obstacle,NA,Minor obstacle,NA,Moderate obstacle,NA,2,2,,,,,,,2.0,No full-time seasonal or temporary workers,,,,,100,No,,,Very Severe Obstacle,No obstacle,Access to finance,Business licensing and permits,DK,,,DK,,,DK,,,,,,23,Male,,,,,21,3,2013,18,42,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,16.0180583793127,16.524789209260515,56.18775358540991,17.0
537316,14.0,10.0,3.0,(B) without cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Medium >=20 and <=99,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,276,270,22,3,2013,8,37,Sole proprietorship,,100,100,0,0,0,No,,2005,DK,Yes,2005,DK,No,No,No,,,1,7,2011,30,6,2012,Yes,DK,,DK,,No,,No,,,Yes,DK,,No,No,Yes,Major obstacle,No obstacle,Manufacturing flour,1531,90,DK,,DK,80,20,0,,,,DK,DK,DK,DK,DK,No,,7.0,,Minor obstacle,Moderate obstacle,National,DK,Increase,Increase,No,Yes,Moderate obstacle,No,,No,No,DK,DK,Yes,No,No,DK,120.0,0,100,0,No,,,,,,,,,Moderate obstacle,Yes,DK,,Yes,DK,,Major obstacle,DK,DK,100,0,0,0,0,No,,,,,,,,,DK,DK,,,No,,,,,,,,,,,,,,,,,,,No,No,Size of loan and maturity were insufficient,,,,,No,NA,DK,NA,No,No,Major obstacle,Yes,Reduce costs of financial transactions,No,,Yes,10.0,Yes,DK,DK,,,,,,,,No,No,No,No,DK,DK,Yes,DK,No,No,,Refusal,,DK,,,DK,,,Major obstacle,Minor obstacle,Minor obstacle,NA,Minor obstacle,No obstacle,95,95,80.0,15.0,80.0,0.0,5.0,5.0,,10,0.0,3.0,16.0,11.0,80,No,,,Minor obstacle,Minor obstacle,Tax rates,Business licensing and permits,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,3,Male,,,,,22,3,2013,9,18,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.0,1.0,1.0,3.0
537317,15.0,49.0,3.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Fabricated metal products,Electronics (31 & 32),"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,276,270,26,3,2013,8,33,Sole proprietorship,,100,100,0,0,0,No,,2005,5,No,2006,20,No,No,No,,,1,7,2011,30,6,2012,Yes,DK,,DK,,No,,No,,,No,,,No,No,Yes,Moderate obstacle,No obstacle,Manufacturing and servicing fridges,3190,90,24000000.0,Twenty four million,DK,100,0,0,,,,,No losses,DK,30.0,70.0,Yes,30.0,14.0,,Minor obstacle,Major obstacle,National,DK,Increase,Increase,No,Yes,Major obstacle,No,,Yes,No,Yes,Yes,Yes,No,No,DK,134.0,0,100,0,No,,,,,,,,,Major obstacle,Yes,DK,,No,,,Minor obstacle,40,40,100,0,0,0,0,No,,,,,,,,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,,,,No,NA,NA,NA,No,No,Moderate obstacle,Yes,Reduce the time spent in financial transactions,Yes,60.0,Yes,40.0,Yes,30.0,Yes,50.0,,,,,,,Yes,No,No,No,Tend to agree,No time was spent,No,,,No,,DK,,No,,,No,,,Moderate obstacle,Moderate obstacle,No obstacle,Minor obstacle,NA,DK,5,5,5.0,0.0,5.0,0.0,0.0,0.0,,No full-time seasonal or temporary workers,,,11.0,No female production workers,80,No,,,Minor obstacle,Moderate obstacle,Tax rates,Business licensing and permits,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,14,Male,,,,,26,3,2013,9,33,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.1971586495242221,1.2220159163519897,2.655077002429075,11.0
537318,16.0,34.0,1.0,(B) without cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Furniture,Furniture,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,276,270,25,4,2013,12,45,Sole proprietorship,,100,100,0,0,0,No,,2005,6,No,2006,DK,No,No,No,,,1,7,2011,30,6,2012,Yes,DK,,1.0,,No,,No,,,The establishment does not use water for production,,,No,No,Yes,Minor obstacle,No obstacle,Manufacturing chairs,3610,70,11000000.0,Eleven million,40000000.0,90,10,0,,,,2010.0,No losses,2,80.0,20.0,No,,DK,,Minor obstacle,No obstacle,National,Too many to count,Remain the same,Increase,No,Yes,Major obstacle,No,,No,Yes,Yes,No,Yes,Yes,No,80.0,84.0,100,0,0,No,,,,,,,,,No obstacle,Yes,DK,,Yes,,560000.0,Moderate obstacle,DK,10,100,0,0,0,0,No,,,,,,,,,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Did not think it would be approved,,,,,No,NA,NA,NA,NA,No,Moderate obstacle,No,,,,,,,,,,No,No,No,No,DK,Yes,No,No,Yes,No,Strongly agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,NA,No obstacle,NA,No obstacle,No obstacle,No obstacle,6,6,6.0,0.0,6.0,0.0,0.0,0.0,,No full-time seasonal or temporary workers,,,12.0,No female production workers,60,No,,,No obstacle,Moderate obstacle,Practices of competitors in the informal sector,Access to finance,DK,DK,DK,DK,DK,DK,,200000.0,DK,DK,2000000.0,2000000.0,5,Male,,,,,25,4,2013,16,20,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.7609557855391214,1.788278204363188,3.6652620530669973,9.0
537319,17.0,39.0,3.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Furniture,Furniture,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,276,270,24,4,2013,16,34,Sole proprietorship,,100,100,0,0,0,No,,2002,4,No,2004,17,No,No,No,,,1,7,2011,30,6,2012,Yes,6.0,5.0,10.0,,No,,No,,,The establishment does not use water for production,,,No,No,Yes,Moderate obstacle,No obstacle,Manufacturing beds,3610,70,14000000.0,Fourteen million,DK,100,0,0,,,,,DK,DK,DK,DK,No,,7.0,,Minor obstacle,No obstacle,Local,Too many to count,Increase,Increase,No,Yes,Major obstacle,Yes,No,No,Yes,No,No,No,No,No,DK,72.0,0,100,0,No,,,,,,,,,Very Severe Obstacle,Yes,5.0,,No,,,Moderate obstacle,DK,15,DK,DK,DK,DK,DK,No,,,,,,,,,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Size of loan and maturity were insufficient,,,,,No,NA,No,NA,NA,No,Major obstacle,No,,,,,,,,,,No,No,No,No,Yes,Yes,No,No,No,No,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Minor obstacle,No obstacle,No obstacle,Minor obstacle,NA,NA,4,4,4.0,0.0,4.0,0.0,0.0,0.0,,No full-time seasonal or temporary workers,,,14.0,No female production workers,75,No,,,NA,Minor obstacle,Access to finance,Business licensing and permits,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,9,Male,,,,,24,4,2013,17,20,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.7609557855391214,1.788278204363188,3.6652620530669973,9.0
537320,18.0,53.0,2.0,(B) without cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Chemicals,Non metallic mineral products,"No, does not match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,276,270,25,4,2013,21,24,Sole proprietorship,,100,100,0,0,0,No,,2007,2,No,2008,11,No,No,No,,,1,7,2011,30,6,2012,Yes,3.0,8.0,None,,No,,No,,,The establishment does not use water for production,,,No,No,Yes,Minor obstacle,No obstacle,Manufacturing cement,2695,80,DK,,DK,100,0,0,,,,,No losses,No losses,DK,DK,No,,DK,,Minor obstacle,No obstacle,Local,Too many to count,Increase,Increase,No,Yes,Major obstacle,No,,Yes,No,No,No,No,No,No,DK,84.0,100,0,0,No,,,,,,,,,No obstacle,No,,,No,,,No obstacle,50,20,DK,DK,DK,DK,DK,No,,,,,,,,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Application procedures were complex,,,,,No,NA,NA,NA,No,No,Moderate obstacle,No,,,,,,,,,,No,No,Yes,No,Yes,Yes,No,No,No,No,Strongly agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Minor obstacle,NA,Moderate obstacle,DK,2,2,2.0,0.0,2.0,0.0,0.0,0.0,,No full-time seasonal or temporary workers,,,11.0,No female production workers,100,No,,,No obstacle,NA,Access to finance,Access to land,DK,DK,DK,DK,DK,0.0,,DK,DK,0.0,DK,DK,3,Male,,,,,25,4,2013,21,57,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.1971586495242221,1.2220159163519897,2.655077002429075,11.0
537321,19.0,9.0,2.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Medium >=20 and <=99,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,276,270,26,4,2013,16,7,Sole proprietorship,,100,100,0,0,0,DK,,1995,DK,DK,DK,DK,No,No,No,,,1,1,2012,31,12,2012,Yes,2.0,12.0,1.0,,Yes,DK,No,,,No,,,Yes,No,Yes,Minor obstacle,No obstacle,Manufacturing yoghurt,1520,55,DK,,DK,70,30,0,,,,2005.0,No losses,5,20.0,80.0,No,,2.0,,No obstacle,Moderate obstacle,National,2.0,Increase,Increase,No,No,Minor obstacle,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,80.0,90.0,0,100,0,No,,,,,,,,,Very Severe Obstacle,Yes,DK,,No,,,Minor obstacle,0,0,90,0,0,0,10,No,,,,,,,,,Yes,No,,,No,,,,,,,,,,,,,,,,,,,DK,DK,,,,,,Yes,DK,DK,No,No,No,Major obstacle,No,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,Tend to agree,DK,Yes,2.0,Refuse,No,,Refusal,,No,,,DK,,,Very Severe Obstacle,Major obstacle,Major obstacle,NA,DK,NA,26,26,20.0,6.0,15.0,5.0,0.0,6.0,,No full-time seasonal or temporary workers,,,16.0,12.0,80,DK,,,Moderate obstacle,Minor obstacle,Tax rates,Access to land,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,4,Male,,,,,26,4,2013,17,7,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.0,1.0,1.0,3.0
537322,20.0,11.0,1.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Medium >=20 and <=99,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,276,270,26,4,2013,17,47,Sole proprietorship,,100,100,0,0,0,No,,2002,30,Yes,2002,DK,No,Still in process,No,,,1,1,2012,31,12,2012,Yes,1.0,8.0,DK,,Yes,DK,Yes,60.0,Refuse,No,,,Yes,Yes,Yes,Moderate obstacle,No obstacle,Manufacturing tomato sauce,1549,60,DK,,DK,80,20,0,,,,DK,No losses,No losses,40.0,60.0,No,,DK,,No obstacle,No obstacle,National,DK,Remain the same,Increase,No,DK,No obstacle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,90.0,84.0,100,0,0,No,,,,,,,,,No obstacle,Yes,DK,,Yes,DK,,Major obstacle,DK,DK,100,0,0,0,0,Yes,DK,DK,DK,DK,DK,DK,DK,DK,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,DK,,,,,,DK,DK,DK,DK,No,No,Moderate obstacle,No,,,,,,,,,,No,No,Yes,No,No,No,No,No,No,No,Tend to agree,No time was spent,No,,,No,,Refusal,,No,,,No,,,Very Severe Obstacle,Moderate obstacle,NA,NA,DK,NA,30,30,25.0,5.0,25.0,0.0,5.0,0.0,,No full-time seasonal or temporary workers,,,14.0,DK,90,No,,,Minor obstacle,Moderate obstacle,Tax administration,Access to finance,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,7,Male,,,,,26,4,2013,18,24,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.0,1.0,1.0,3.0
537323,22.0,41.0,2.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Furniture,Furniture,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,276,270,27,4,2013,14,4,Sole proprietorship,,100,100,0,0,0,No,,2005,4,DK,Never registered,25,No,No,No,,,1,7,2011,30,6,2012,No,,,,,No,,No,,,The establishment does not use water for production,,,No,No,Yes,Minor obstacle,No obstacle,Manufacturing beds,3610,70,24000000.0,Twenty four million,DK,100,0,0,,,,,No losses,No losses,80.0,20.0,No,,DK,,No obstacle,No obstacle,National,Too many to count,Increase,Increase,No,Yes,Very Severe Obstacle,No,,Yes,No,Yes,No,Yes,No,Yes,DK,84.0,100,0,0,No,,,,,,,,,No obstacle,Yes,5.0,,No,,,No obstacle,0,0,100,0,0,0,0,Yes,DK,DK,90.0,0.0,0.0,0.0,0.0,10.0,No,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,,,,No,NA,NA,NA,No,No,Very Severe Obstacle,Yes,Reduce costs of financial transactions,No,,Yes,10.0,Yes,15.0,Yes,20.0,,,,,,,No,No,No,No,Strongly disagree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Major obstacle,No obstacle,Minor obstacle,NA,Moderate obstacle,DK,8,8,8.0,0.0,8.0,0.0,0.0,0.0,,1,0.0,3.0,11.0,No female production workers,30,No,,,No obstacle,No obstacle,Access to finance,Access to land,DK,DK,0.0,600000.0,0.0,0.0,,1000000.0,DK,DK,DK,DK,8,Male,,,,,27,4,2013,15,12,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.7609557855391214,1.788278204363188,3.6652620530669973,9.0
537324,23.0,81.0,1.0,(A) with cards,Retail,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Retail,Retail,"Yes, screener and sample frame info match",Medium >=20 and <=99,Medium >=20 and <=99,"No, a firm on its own",1,NA,NA,NA,NA,276,270,27,4,2013,15,17,Sole proprietorship,,100,100,0,0,0,DK,,1995,DK,Yes,1995,DK,No,DK,No,,,1,1,2011,31,12,2012,No,,,,,No,,No,,,,,,Yes,Yes,Yes,No obstacle,Very Severe Obstacle,Selling beef sausages,5220,55,DK,,DK,100,0,0,,,,,No losses,No losses,,,,,,7.0,Very Severe Obstacle,Minor obstacle,,,Increase,Increase,,No,Very Severe Obstacle,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,,,100,0,0,No,,,-9.0,,,100.0,0.0,0.0,Very Severe Obstacle,Yes,DK,,No,,,No obstacle,40,60,80,0,0,0,20,Yes,DK,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,DK,,,No,,,,,,,,,,,,,,,,,,,No,DK,,,,,,Yes,NA,NA,DK,No,No,Minor obstacle,No,,,,,,,,,,No,No,Yes,No,Yes,Yes,No,No,No,No,Tend to agree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Major obstacle,Very Severe Obstacle,Minor obstacle,Very Severe Obstacle,Minor obstacle,No obstacle,DK,28,,,,,,,8.0,No full-time seasonal or temporary workers,,,,,100,No,,,Very Severe Obstacle,Moderate obstacle,Access to finance,Access to finance,DK,,,DK,,,DK,,,,,,3,Male,,,,,27,4,2013,16,9,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.0,1.0,1.321878021215769,19.0
537325,24.0,37.0,2.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Furniture,Wood,"No, screener and sample frame do not match but establishment still does activities that match sample frame",Small >=5 and <=19,Small >=5 and <=19,"No, a firm on its own",1,NA,NA,NA,NA,276,270,22,5,2013,10,30,Sole proprietorship,,100,100,0,0,0,No,,2002,7,No,2005,20,No,No,No,,,1,7,2011,30,6,2012,Yes,8.0,6.0,None,,No,,No,,,The establishment does not use water for production,,,No,No,Yes,Minor obstacle,No obstacle,Manufacturing chairs and sofas,3610,70,24000000.0,Twenty four million,DK,100,0,0,,,,,No losses,No losses,DK,DK,No,,4.0,,Minor obstacle,Minor obstacle,National,Too many to count,Increase,Increase,No,Yes,Very Severe Obstacle,No,,No,Yes,No,No,Yes,No,No,80.0,60.0,100,0,0,No,,,,,,,,,No obstacle,Yes,DK,,No,,,Minor obstacle,20,30,90,0,0,0,10,Yes,50000.0,DK,DK,DK,DK,DK,DK,DK,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,Size of loan and maturity were insufficient,,,,,No,NA,NA,NA,No,No,Major obstacle,Yes,Reduce the time spent in financial transactions,Yes,30.0,Yes,10.0,Yes,5.0,Yes,40.0,,,,,,,No,No,No,No,Tend to disagree,No time was spent,No,,,No,,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,DK,NA,Major obstacle,NA,7,7,DK,DK,DK,DK,DK,DK,,No full-time seasonal or temporary workers,,,DK,DK,60,No,,,NA,Minor obstacle,Access to finance,Access to finance,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,11,Male,,,,,22,5,2013,11,23,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.7609557855391214,1.788278204363188,3.6652620530669973,9.0
537326,25.0,53.0,1.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Chemicals,Chemicals,"Yes, screener and sample frame info match",Small >=5 and <=19,Small >=5 and <=19,Yes,4,Establishment physically separated from HQ but with other establishments of the same firm,No,No,Yes,276,270,23,5,2013,11,5,Sole proprietorship,,100,100,0,0,0,DK,,DK,DK,DK,DK,DK,No,Still in process,No,,,1,7,2011,30,6,2012,Yes,DK,,DK,,Yes,DK,No,,,No,,,Yes,DK,Yes,Major obstacle,No obstacle,Manufacturing swimming chemicals,2424,55,DK,,DK,40,30,30,7.0,No losses,DK,DK,No losses,No losses,DK,DK,DK,,7.0,,No obstacle,Minor obstacle,National,DK,Increase,Increase,DK,DK,No obstacle,Yes,Yes,Yes,Yes,DK,DK,Yes,No,No,DK,80.0,0,100,0,No,,,,,,,,,Very Severe Obstacle,Yes,DK,,No,,,No obstacle,DK,DK,100,0,0,0,0,DK,,,,,,,,,Yes,DK,,,No,,,,,,,,,,,,,,,,,,,DK,DK,,,,,,Yes,DK,DK,DK,No,No,DK,No,,,,,,,,,,No,No,Yes,No,Yes,Yes,No,No,No,No,NA,DK,Yes,DK,DK,No,,DK,,Yes,DK,Refuse,No,,,Moderate obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,NA,NA,8,8,6.0,2.0,6.0,0.0,0.0,2.0,,No full-time seasonal or temporary workers,,,DK,No female production workers,100,No,,,No obstacle,NA,Access to land,Access to finance,DK,DK,DK,DK,DK,DK,,DK,DK,DK,DK,DK,6,Male,,,,,23,5,2013,12,21,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.1971586495242221,1.2220159163519897,2.655077002429075,11.0
537327,26.0,9.0,1.0,(A) with cards,Manufacturing,Tanzania,Swahili,Arusha,Arusha,No,No,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Medium >=20 and <=99,Large >=100,"No, a firm on its own",1,NA,NA,NA,NA,3017,270,14,2,2013,13,24,Sole proprietorship,,100,100,0,0,0,No,,2000,26,Yes,2000,6,No,No,No,,,1,1,2012,31,12,2012,No,,,,,No,,No,,,No,,,No,Yes,Yes,No obstacle,No obstacle,Manufacturing yoghurt,1520,100,400000000.0,Four hundred millions,DK,DK,0,0,,,,DK,No losses,1,100.0,0.0,,,3.0,,Minor obstacle,Moderate obstacle,Local,2.0,Increase,Increase,No,No,Minor obstacle,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,2.0,70.0,0,100,0,No,,,,,,,,,Minor obstacle,Yes,1.0,,No,,,No obstacle,0,0,100,0,0,0,0,Yes,20000000.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,No,,,No,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,,No,Decrease,Yes,No,No,No,Minor obstacle,Yes,Reduce the time spent in financial transactions,No,,No,,No,,No,,,,,,,,Yes,No,No,No,Tend to disagree,DK,No,,,No,,Refusal,,No,,,No,,,Moderate obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,28,26,26.0,2.0,24.0,2.0,8.0,0.0,,No full-time seasonal or temporary workers,,,13.0,11.0,100,No,,,Minor obstacle,No obstacle,Access to land,Access to finance,4000000.0,2000000.0,4000000.0,20000000.0,0.0,70000000.0,,1000000.0,40000000.0,70000000.0,40000000.0,7000000.0,8,Male,,,,,14,2,2013,14,45,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,fresh,,1.0,1.0,1.0,3.0
