idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata
1595486,35,1,1,6,1,1,6,21,2,1,1,2,7,2025,10,54,2024,7,7,17,1,,,,,,3,,2,100,0,0,0,2,,2013,30,2014,2,2,2,,2,,,,1,4.0,0.0,30.0,2.0,,2,,2,,2,,,,2,1,15.0,24.0,2,1,-6.0,-7,-7,1,55,25654625.0,Twenty-five million six hundred fifty-four thousand six hundred twenty-five,13292830.0,Thirteen million two hundred ninety-two thousand eight hundred thirty,75.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,2,2,2,1.0,1.0,1.0,2.0,,,,2.0,,1.0,1.0,1,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,1,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,1,1,1,,-6.0,,1,95,3.0,,0.0,0.0,85,3.0,,-5.0,0,1,2.0,2.0,1.0,25.0,48,1,1,-6,,,2,,2,,0.0,,2,,,1,7.0,2.0,3,2,0,2,0,3,3,3,0,0,3,0,3,3,3,3,7,11,15,12,5,14,4,2,9,13,1,10,6,8,11,3,7,11,15,12,5,14,4,2,9,13,1,10,6,8,21,30,75.0,,17.0,4.0,3.0,0.0,,4,5,8,2,,,,,,,2,,,4,0,,,2,,,1,1.0,0,0,-9,45000.0,-9,,,20000,1500000,165000.0,2500000.0,,380000000.0,45,2,7,2025,11,54,1,1,1,,,1,1,2,2,3,1061,6,1,1,1,13.233582,14.30514,30.754776,175
1595487,36,1,2,1,1,1,2,110,2,1,1,12,8,2025,8,58,2025,7,7,17,38,,,,,,2,,1,100,0,0,0,2,,2012,70,2015,15,2,2,,2,,,,1,6.0,10.0,45.0,10.0,,1,25.0,2,,2,,,,2,1,5.0,6.0,2,2,,1,1,1,55,250000000.0,two hundred fifty million,160000000.0,one hundred sixty million,80.0,100,0,0,,,,,,,,,,80,20,2.0,,,,,,,,2,,4,4,2,2.0,1.0,3.0,1.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,2,3.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,1,365.0,2.0,4,2,,2,2,80,0,0,20,0,0,0,1,11000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,1,2,1.0,2023.0,38000000.0,1.0,1.0,1.0,2.0,2.0,2.0,200000000.0,1,2,2,5.0,,,1,90,3.0,,0.0,-5.0,60,3.0,,-5.0,3,1,7.0,2.0,2.0,,96,2,1,2,,2.0,1,3.0,1,45.0,0.0,,2,,,1,2.0,2.0,2,0,1,0,0,0,1,3,1,1,3,0,4,2,1,6,1,11,2,5,13,3,14,12,10,7,15,4,8,9,13,6,1,11,2,5,13,3,14,12,10,7,15,4,8,9,110,105,60.0,,95.0,15.0,13.0,6.0,,15,70,10,2,,,,,,,1,4.0,4.0,0,0,,,2,,,1,1.0,1,1,-9,32000.0,-9,,,9500,9400000,1034000.0,50000000.0,,200000000.0,30,12,8,2025,10,5,1,1,1,,,4,1,2,2,3,1080,1,2,1,1,31.229681,33.430725,69.497185,14
1595488,40,1,3,2,1,1,2,193,2,1,1,24,7,2025,15,11,2024,7,7,17,33,,,,,,2,,2,100,0,0,0,1,41.0,1997,32,1997,15,2,2,,2,,,,1,15.0,1.0,30.0,15.0,,1,20.0,2,,2,,,,1,2,,,1,2,,1,4,1,80,175558000.0,One Hundred Seventy-Five Million Five Hundred Fifty-Eight Thousand,74111696.0,Seventy-Four Million One Hundred Eleven Thousand Six Hundred Ninety-Six,40.0,100,0,0,,,,,,,,,,60,40,1.0,"China, Hong Kong SAR",1.0,5.0,0.0,8.0,0.0,20.0,2,,3,3,4,3.0,2.0,,1.0,3.0,2.0,2.0,2.0,,1.0,-7.0,1,15.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,60,0,0,40,0,0,0,2,,,,,,,,,,,,,,,,,1,2,1,1.0,2020.0,275000000.0,1.0,1.0,2.0,2.0,2.0,2.0,390000000.0,1,2,1,,-6.0,,1,75,3.0,,0.0,0.0,80,3.0,,-5.0,10,1,6.0,2.0,1.0,2.0,48,1,1,2,,3.0,2,,2,,0.0,,1,5.0,2.0,1,3.0,2.0,4,2,2,1,0,2,2,4,0,0,4,1,1,2,2,12,11,8,13,14,1,5,10,9,6,15,4,3,7,2,1,12,11,8,13,14,1,5,10,9,6,15,4,3,7,2,193,87,80.0,,170.0,23.0,98.0,11.0,,4,120,46,2,,,,,,,2,,,0,0,,,2,,,1,1.0,1,1,193070,869505.0,-9,,,0,15379310,2306896.0,121870134.0,,390000000.0,30,25,7,2025,11,47,1,1,3,1.0,20.0,2,1,2,2,3,1104,2,3,1,1,1.468554,1.37896,1.7577105,68
1595489,41,1,2,2,1,1,2,6,2,1,1,4,5,2025,16,19,2024,7,7,17,14,,,,,,3,,1,100,0,0,0,2,,2016,9,2016,4,2,2,,1,-6.0,1.0,0.0,2,,,,,,1,6.0,2,,1,-6.0,2.0,0.0,-7,1,28.0,24.0,2,2,,2,4,1,100,2000000.0,Two Million,3500000.0,Three Million Five Hundred Thousand,40.0,100,0,0,,,,,,,,,,70,30,2.0,,,,,,,,2,,3,3,3,,,,,,,,,,,,1,-4.0,3.0,2,2,2,1,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,65,0,0,0,0,35,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,1,2,2,7.0,,,1,0,,,,,85,3.0,,-5.0,6,1,9.0,1.0,1.0,4.0,120,3,1,2,,-7.0,2,,2,,11.0,,2,,,1,10.0,2.0,1,2,1,2,0,1,1,2,0,0,4,1,2,2,0,13,11,15,1,5,10,2,14,6,8,12,3,9,7,4,11,13,11,15,1,5,10,2,14,6,8,12,3,9,7,4,6,8,80.0,,4.0,2.0,0.0,1.0,,0,2,2,2,,,,,,,1,0.0,0.0,0,0,,,2,,,2,,0,0,650,8000.0,12,1.0,,6000,276000,72000.0,530000.0,,6000000.0,8,4,5,2025,17,26,1,4,1,,,2,1,2,2,3,1071,2,2,1,1,20.261793,20.867598,61.028595,55
1595490,43,1,2,1,1,1,1,600,2,1,1,24,9,2025,10,23,2025,7,7,17,40,,,,,,2,,1,100,0,0,0,1,20.0,1962,25,1962,25,2,1,ISO 22000:2018,2,,,,2,,,,,,1,10.0,2,,2,,,,2,2,,,1,2,,1,4,1,75,500000000.0,Five hundred million,480000000.0,Four hundred eighty million,80.0,100,0,0,,,,,,,,,,75,25,2.0,,,,,,,,2,,4,4,3,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,1.0,2,-4.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,2,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,75,3.0,,3.0,0.0,50,3.0,,3.0,3,1,2.0,2.0,1.0,-6.0,300,1,1,1,-5.0,,1,3.0,1,45.0,0.0,,2,,,2,,,0,0,0,0,0,3,0,0,3,0,3,0,0,1,2,3,13,1,8,12,15,10,2,6,11,14,7,5,9,4,6,3,13,1,8,12,15,10,2,6,11,14,7,5,9,4,600,580,80.0,,500.0,100.0,350.0,65.0,,400,75,25,2,,,,,,,1,6.0,8.0,0,120,75.0,6.0,1,2.0,,1,1.0,0,0,-9,100000.0,-9,,,75000,60000000,9500000.0,100000000.0,,1000000000.0,22,24,9,2025,11,36,2,4,1,,,2,1,1,1,2,1061,1,2,1,1,27.277134,28.562342,83.579926,14
1595491,45,1,1,4,1,1,4,31,2,1,3,11,5,2025,13,26,2024,7,7,17,23,,,,,,3,,1,100,0,0,0,2,,2013,1,2013,18,2,2,,1,-6.0,1.0,10000.0,1,8.0,3.0,30.0,20.0,,1,15.0,2,,1,-5.0,2.0,10000.0,1,1,24.0,24.0,2,2,,2,-7,1,70,3000000.0,Three million,200000.0,Two hundred thousand,80.0,100,0,0,,,,,,,,,,80,20,2.0,,,,,,,,2,,-7,-7,-7,-7.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1,5.0,3.0,1,2,1,1,1,1.0,Manufacturing of sweet cake,1,A Machine that can make Cake,2,,,,,,,,,1,14.0,2.0,-7,2,,1,2,70,0,0,20,10,0,0,1,2000000.0,200000.0,60.0,,0.0,,0.0,,20.0,,20.0,,0.0,,0.0,,1,2,1,1.0,2019.0,8000000.0,1.0,1.0,2.0,2.0,2.0,2.0,10000000.0,1,1,2,,-6.0,,2,70,3.0,,0.0,0.0,80,3.0,,-5.0,1,2,,,,,18,3,3,2,,2.0,1,3.0,1,30.0,0.0,,2,,,1,2.0,2.0,2,1,0,2,0,3,-7,3,2,1,3,2,3,2,4,14,12,3,15,2,4,11,13,6,7,5,9,10,8,1,11,14,12,3,15,2,4,11,13,6,7,5,9,10,8,1,30,6,60.0,,15.0,15.0,2.0,8.0,,4,8,3,1,15.0,,15.0,,10.0,,1,14.0,2.0,0,0,,,2,,,1,2.0,3,2,4000,14800.0,18000,2.0,,30000,850000,15000.0,1800000.0,,15000000.0,30,11,5,2025,14,24,1,1,1,,,3,1,2,2,4,1071,4,1,1,1,43.83393,45.552765,84.51952,110
1595492,48,1,3,6,1,1,6,11,2,1,1,7,5,2025,16,42,2024,7,7,17,1,,,,,,2,,1,100,0,0,0,2,,2022,6,2022,2,2,2,,1,5.0,2.0,13000.0,1,3.0,4.0,1.0,,15000.0,2,,2,,2,,,,1,2,,,2,2,,1,4,1,99,400000.0,Four hundred thousand,200000.0,Two hundred thousand,100.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,1,2.0,2,2,2,,,,,,,,,,,,2,-4.0,3.0,3,2,2,2,1,1.0,In addition to manufacturing of bakery products extend to manufacturing of baklaba and cake,2,,2,,,,,,,,,2,,,2,2,,2,2,40,0,0,60,0,0,0,2,,,,,,,,,,,,,,,,,1,1,1,2.0,2022.0,60000.0,1.0,2.0,2.0,2.0,2.0,1.0,200000.0,2,2,2,-9.0,,,2,70,3.0,,0.0,0.0,70,3.0,,0.0,0,1,1.0,2.0,2.0,,35,1,1,2,,-7.0,2,,2,,,2.0,2,,,1,14.0,2.0,2,0,2,0,0,3,0,3,-7,0,2,0,2,2,3,13,15,5,11,2,12,3,8,7,6,14,1,10,4,9,15,13,15,5,11,2,12,3,8,7,6,14,1,10,4,9,3,11,2.0,,2.0,1.0,2.0,1.0,,-9,1,-9,2,,,,,,,2,,,0,5,2.0,1.0,2,,,1,1.0,-7,3,-7,,1000,1.0,,30000,20000,1000.0,20000.0,,2000000.0,2,7,5,2025,17,42,1,1,1,,,1,1,2,2,3,1071,6,3,1,1,1.0,1.0,2.0652583,195
1595493,53,1,2,6,1,1,6,125,2,1,2,9,7,2025,10,28,2024,7,7,17,1,,,,,,3,,2,100,0,0,0,2,,2008,42,2008,3,2,2,,2,,,,1,5.0,1.0,25.0,2.0,,1,50.0,2,,2,,,,2,1,15.0,6.0,2,2,,2,-7,1,65,150000000.0,One Hundred Fifty Million,85000000.0,Eighty-Five Million,100.0,100,0,0,,,,,,,,,,25,75,2.0,,,,,,,,2,,2,2,2,1.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,,1.0,1.0,2,5.0,2.0,1,2,2,2,1,2.0,Starting production of suit biscuit,2,,2,,,,,,,,,2,,,2,2,,2,2,100,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,1,1,1,1.0,2013.0,2000000.0,2.0,,,,,,,2,2,1,,1.0,,1,80,3.0,,0.0,0.0,80,3.0,,-5.0,0,2,,,,,30,1,1,-6,,,2,,2,,0.0,,2,,,2,,,2,0,0,2,0,2,0,3,0,0,2,2,1,0,2,14,11,2,6,9,5,7,13,3,12,4,15,8,1,10,8,14,11,2,6,9,5,7,13,3,12,4,15,8,1,10,140,135,60.0,,87.0,53.0,33.0,22.0,,14,33,40,2,,,,,,,2,,,0,15,5.0,3.0,2,,,2,,2,1,-9,95000.0,-9,,,33000,17000000,2300000.0,90000000.0,,400000000.0,60,9,7,2025,11,29,1,1,1,,,1,1,2,2,3,1074,6,2,1,1,1.2837925,1.3434734,3.3399372,185
1595494,57,1,3,1,1,1,1,157,1,1,1,3,6,2025,9,14,2024,12,31,17,34,11.0,2.0,,,1.0,2,,1,100,0,0,0,2,,1993,23,1993,13,2,1,ISO 22000,1,90.0,1.0,2800000.0,1,21.0,1.0,15.0,3.0,,1,2.0,2,,2,,,,-7,2,,,1,1,30.0,1,4,1,100,1260000000.0,One billion two hundred sixty million,716953000.0,Seven hundred sixteen million nine hundred fifty-three thousand,85.0,100,0,0,,,,,,,,,,85,15,1.0,Germany,1.0,5.0,0.0,11.0,12.0,15.0,2,,3,3,4,2.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,2,3.0,2.0,1,2,1,2,1,1.0,"The main new product introduced by the establishment during the last three years was Orthodox tea, a premium, high-quality tea that differs significantly from previously offered teas in both processing and taste. Unlike other teas that are comm",2,,1,400000.0,,,,,,,,2,,,4,2,,2,2,100,0,0,0,0,0,0,1,5000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,2,,,,,,,,,,,2,2,2,1.0,,,1,80,3.0,,0.0,0.0,75,3.0,,15.0,1,1,2.0,2.0,1.0,4.0,240,1,1,2,,3.0,2,,2,,0.0,,2,,,1,1.0,2.0,1,0,0,0,0,3,1,3,0,0,4,1,0,1,3,8,7,6,9,2,13,11,15,3,14,12,5,1,4,10,11,8,7,6,9,2,13,11,15,3,14,12,5,1,4,10,157,121,50.0,,113.0,44.0,63.0,15.0,,13,28,72,1,,80.0,,100.0,,100.0,1,12.0,4.0,0,304,200.0,6.0,2,,,1,1.0,0,1,-9,90523.0,-9,,,-9,27800000,10425000.0,693942000.0,,4000000000.0,30,3,6,2025,10,40,1,4,2,1.0,40.0,4,1,1,1,2,1079,1,3,1,1,1.0,1.0,1.2925689,28
1595495,58,1,2,6,1,1,6,45,1,1,1,12,5,2025,9,16,2024,7,7,17,1,2.0,1.0,2.0,1.0,,3,,2,100,0,0,0,2,,2009,45,2009,16,2,2,,1,14.0,2.0,14000.0,1,2.0,0.0,30.0,,5000.0,1,5.0,2,,1,16.0,2.0,14600.0,2,1,3.0,3.0,2,1,8.0,1,-7,1,100,5000000.0,Five million,1500000.0,One million Five Hundred Thousand,100.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,2,2,2,-7.0,1.0,2.0,2.0,,,,2.0,,1.0,2.0,2,-4.0,3.0,2,2,2,2,2,,,2,,2,,,,,,,,,2,,,2,2,,2,2,80,0,0,20,0,0,0,2,,,,,,,,,,,,,,,,,1,1,2,2.0,2021.0,200000.0,2.0,,,,,,,2,2,2,3.0,,,1,85,3.0,,0.0,0.0,85,3.0,,-5.0,0,2,,,,,32,1,1,2,,1.0,2,,2,,5.0,,2,,,1,-6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,12,11,10,1,15,4,13,14,8,7,9,5,8,2,3,6,12,11,10,1,15,4,13,14,8,7,9,5,13,7,15.0,,8.0,5.0,5.0,3.0,,2,3,3,2,,,,,,,2,,,0,0,,,2,,,2,,0,0,200,14000.0,3000,3.0,,5800,1225400,274080.0,600000.0,,10000000.0,50,16,6,2025,16,27,1,1,3,1.0,0.0,1,1,2,2,3,1079,6,2,1,1,1.2837925,1.3434734,3.036845,185
1595496,61,1,2,2,1,3,2,147,2,1,2,28,6,2025,14,47,2024,7,7,17,42,,,,,,3,,2,100,0,0,0,2,,1999,6,1999,18,2,2,,2,,,,1,23.0,24.0,0.0,20.0,,2,,2,,2,,,,2,1,25.0,24.0,2,2,,1,-7,3,60,213626700.0,two hundred thirteen million six hundred twenty six thousand seven hundred,87405020.0,eighty seven million four hundred five thousand twenty,,25,75,0,,,,,,,,,1999.0,100,0,,,,,,,,,2,,3,3,3,1.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,2.0,3.0,2,-4.0,3.0,1,2,2,1,2,,,2,,2,,,,,,,,,1,30.0,1.0,4,2,,1,1,60,0,0,20,0,20,0,1,11000000.0,0.0,30.0,,0.0,,0.0,,70.0,,0.0,,0.0,,0.0,,1,1,1,2.0,2024.0,13000000.0,1.0,1.0,1.0,2.0,2.0,2.0,42000000.0,1,1,2,,1.0,30.0,2,90,3.0,,0.0,0.0,90,3.0,,-5.0,5,1,5.0,2.0,2.0,,144,1,1,2,,1.0,2,,2,,2.0,,2,,,1,1.0,2.0,1,0,0,3,0,1,4,4,0,0,4,2,1,1,3,11,7,5,15,10,13,1,12,14,2,9,3,6,4,8,11,11,7,5,15,10,13,1,12,14,2,9,3,6,4,8,19,19,30.0,,,,,,2.0,10,2,7,2,,,,,,,2,,,38,100,100.0,5.0,2,,,1,1.0,0,0,-9,15000.0,21,1.0,,2160,7130700,257675.0,,,,35,28,6,2025,15,53,1,1,1,,,2,1,2,2,5,4630,2,2,1,1,20.261793,20.867598,61.028595,55
1595497,65,1,1,2,1,3,2,200,2,1,2,22,9,2025,16,49,2025,7,7,17,18,,,,,,3,,2,100,0,0,0,2,,2015,90,2015,3,2,2,,1,-6.0,2.0,0.0,1,15.0,5.0,30.0,,50000.0,1,45.0,2,,2,,,,-6,1,15.0,5.0,2,2,,-7,-9,3,100,200000000.0,Two hundred million,150000000.0,One hundred fifty million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,2,2,-7.0,1.0,2.0,1.0,2.0,5.0,2.0,1.0,3.0,1.0,3.0,1,-4.0,3.0,1,1,1,2,2,,,2,,1,-9.0,,,,,,,,2,,,3,2,,2,2,100,0,0,0,0,0,0,1,22000000.0,12000000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2,2,1,2.0,2025.0,20000000.0,1.0,1.0,2.0,2.0,2.0,2.0,30000000.0,2,1,1,,1.0,60.0,2,100,3.0,,0.0,0.0,0,,,,5,1,12.0,2.0,1.0,15.0,30,2,1,2,,1.0,2,,2,,0.0,,2,,,1,1.0,2.0,1,1,1,0,0,1,1,2,1,0,3,1,0,2,4,7,6,11,13,15,14,10,2,9,5,12,8,1,3,4,15,7,6,11,13,15,14,10,2,9,5,12,8,1,3,4,6,6,60.0,,,,,,0.0,4,1,1,2,,,,,,,2,,,0,194,100.0,10.0,1,0.0,1.0,1,1.0,1,1,-9,11000.0,-9,,,2000,18000000,67200.0,,,,45,22,9,2025,20,27,2,2,1,,,2,1,2,2,4,4630,2,1,1,1,88.67101,93.55861,134.24135,42
1595498,68,1,2,4,1,1,4,11,1,1,3,17,5,2025,6,41,2024,12,31,17,31,2.0,2.0,,,1.0,2,,1,100,0,0,0,1,50.0,1997,30,1997,6,2,1,iso9001:2000(QMS),2,,,,1,7.0,5.0,0.0,,25000.0,2,,2,,2,,,,1,1,21.0,24.0,2,1,60.0,1,-9,1,90,2700000.0,Two million Seven hundred thousand,500000.0,Five hundred thousand,30.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,,,,,,,,,,,,2,0.0,1.0,3,1,1,2,2,,,2,,2,,,,,,,,,2,,,4,2,,2,2,50,0,0,50,0,0,0,2,,,,,,,,,,,,,,,,,1,1,1,2.0,2013.0,10000000.0,1.0,1.0,1.0,2.0,2.0,2.0,40000000.0,1,2,2,7.0,,,2,70,3.0,,0.0,0.0,80,3.0,,15.0,5,1,2.0,1.0,2.0,,48,1,1,2,,2.0,2,,2,,0.0,,2,,,2,,,4,0,1,4,0,4,0,3,0,0,4,4,1,0,3,15,3,13,6,11,14,12,5,8,2,10,4,7,9,1,6,15,3,13,6,11,14,12,5,8,2,10,4,7,9,1,11,11,50.0,,2.0,9.0,2.0,2.0,,0,2,0,2,,,,,,,2,,,0,0,,,2,,,1,1.0,0,2,3636,20000.0,1000,1.0,,15000,960000,35000.0,1500000.0,,30000000.0,30,17,5,2025,6,56,2,2,3,1.0,30.0,3,1,2,2,3,1079,4,2,1,1,2.1789818,2.341719,8.443086,124
1595499,69,1,1,2,1,3,2,21,2,1,2,22,9,2025,17,4,2025,7,7,17,29,,,,,,3,,1,100,0,0,0,2,,2008,60,2008,20,2,2,,2,,,,1,5.0,3.0,0.0,,360000.0,2,,2,,2,,,,-6,2,,,2,2,,-7,-7,3,100,12750000.0,Twelve million seven hundred fifty thousand,14000000.0,fourteen million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,1,2.0,3,4,2,-7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1,-4.0,3.0,2,1,2,2,2,,,2,,2,,,,,,,,,2,,,3,1,5000000.0,2,2,50,0,0,50,0,0,0,1,1200000.0,9000000.0,60.0,,0.0,,0.0,,40.0,,0.0,,0.0,,0.0,,1,2,1,2.0,2025.0,12000000.0,1.0,1.0,2.0,2.0,1.0,2.0,15000000.0,2,1,2,,-9.0,-9.0,2,100,3.0,,0.0,0.0,80,3.0,,-5.0,5,1,3.0,2.0,2.0,,72,2,2,2,,4.0,2,,2,,0.0,,2,,,1,1.0,2.0,0,0,1,0,1,1,1,3,0,1,1,1,1,4,3,14,15,11,8,4,10,13,2,7,12,3,5,6,1,9,14,14,15,11,8,4,10,13,2,7,12,3,5,6,1,9,3,3,75.0,,,,,,0.0,2,1,0,2,,,,,,,2,,,0,19,15.0,6.0,1,0.0,2.0,1,1.0,1,1,-9,9000.0,-9,,,450,1000000,0.0,,,,50,22,9,2025,17,38,2,2,1,,,2,1,2,2,4,4630,2,1,1,1,88.67101,93.55861,367.19623,42
1595500,70,1,2,2,1,3,2,19,2,1,1,27,6,2025,11,25,2024,7,7,17,14,,,,,,3,,1,100,0,0,0,2,,2016,5,2016,7,2,2,,2,,,,1,10.0,1.0,0.0,-9.0,,2,,2,,2,,,,2,1,26.0,14.0,2,1,15.0,1,3,52,70,8900000.0,eight Million nine hundred thousand,6694600.0,six million six hundred ninety four thousand six hundred,,100,0,0,,,,,,,,,,95,5,2.0,,,,,,,,2,,3,4,2,,,,,,,,,,,,1,-4.0,3.0,1,1,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,75,0,0,0,0,25,0,2,,,,,,,,,,,,,,,,,1,2,2,,,,,,,,,,,2,2,2,3.0,,,1,45,3.0,,0.0,0.0,55,4.0,Mobile money,2.0,0,1,3.0,1.0,2.0,,93,2,1,2,,1.0,2,,2,,8.0,,2,,,1,10.0,2.0,2,1,1,3,0,2,0,2,0,1,3,2,3,3,2,15,14,9,6,2,12,1,4,3,11,5,13,7,8,10,14,15,14,9,6,2,12,1,4,3,11,5,13,7,8,10,16,10,,3.0,,,,,11.0,0,5,11,2,,,,,,,1,0.0,0.0,0,0,,,2,,,1,1.0,1,0,365,43419.0,76,1.0,,11053,2670000,250000.0,,,,24,27,6,2025,12,45,1,4,1,,,2,1,2,2,3,5610,2,2,1,1,2.5740156,2.7516158,1.6132205,55
1595501,72,1,1,2,1,3,2,45,2,1,2,23,9,2025,8,38,2025,7,7,17,46,,,,,,3,,1,100,0,0,0,2,,2003,10,2003,22,2,2,,1,30.0,2.0,10000.0,1,2.0,2.0,0.0,0.0,,1,100.0,2,,2,,,,2,1,20.0,12.0,2,2,,-7,-7,3,100,180000000.0,One hundred eighty million,5000000.0,Five million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,2,,3,3,3,-7.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,,-7.0,3.0,1,78.0,3.0,1,2,2,2,2,,,2,,2,,,,,,,,,2,,,3,2,,2,2,50,0,0,50,0,0,0,1,0.0,150000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1,2,1,1.0,2025.0,4000000.0,1.0,1.0,2.0,2.0,2.0,2.0,8000000.0,2,1,2,,1.0,60.0,2,100,3.0,,0.0,0.0,10,3.0,,-5.0,4,1,12.0,2.0,1.0,14.0,72,1,1,1,-5.0,,2,,2,,0.0,,2,,,1,1.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1,2,12,4,11,15,14,13,10,7,5,8,6,9,8,3,1,2,12,4,11,15,14,13,10,7,5,8,6,9,6,6,40.0,,,,,,0.0,3,3,0,1,,,,,0.0,,2,,,0,39,39.0,7.0,2,,,1,1.0,0,0,-9,700.0,-9,,,150,4272000,52800.0,,,,30,23,9,2025,9,36,2,2,1,,,2,1,2,2,5,4630,2,1,1,1,88.67101,93.55861,134.24135,42
