idstd,id,a4a,a6a,a2,a1c,competition_select,tax_select,vat_applicable,a4b_v4,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c32,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c33,c34,c34b,c34bx,c152,c162,c172,c35a,c35b,c22b,c36,c37,c38,c39,c40a,c40b,c41a,c41b,c42,c30a,d1a1a,d1a6a,d1a6b,d1a6c,d1a6cx,d1a3,d2,d2x,d2a1,d2a1x,n3,n3x,d3a,d3b,d3c,d31x,d32,d4a,d4b,d33a,d33b,d34,d35,d36a,d36b,d37,d8,d12a,d12b,d13,d38x,d39,d14a,d14b,d40a,d40b,d41,d30a,d30b,o1,o2,o3a,o3b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e31a,e31b,e6,e11,e32,e33,e34,e35,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,g2,g3,g4,g31,g32,g33,g5a,g5b,g5bx,g30a,ge3,ge3a,ge7,ge8d,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k82,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k162,k17,k20a1,k31,k32,k21,k33,k34,k35,k36,k37,k38,k39,k40,k30,j31,j2,j3,j4,j5,j32,j33,j34,j35a,j35b,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,i30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,l31,l32,l33,l34,l35,l36,l1a,l6,l6a,l8,l37,l38,l39,l40,l41,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2a2,n2b,n2k,n2l,n2e,n2i,n2a1,n2e1,n7a,n11,n12,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,b1_RWA
1188557,434,3,2,1,1,1,1,1,49,3,1,47,1,0,1,6,2,2024,9,20,2023,12,31,33,Int21RWA,3.0,1.0,1.0,1.0,,4,,1,50,50,0,0,2,,2013,21,2016,20,2,2,,2,,,,300,2,,,,,,2,,2,,,,35,1.0,,2,,,,,1,1,30.0,256300.0,2,,,,,4,0,6,,,,,100,658952300.0,six hundred and fifty-eight million nine hundred and fifty-two thousand three hundred,,,596842280.0,five hundred and ninety-six million eight hundred and forty-two thousand two hundred and eighty,10,0,90,,,,,,,,,,,,2013.0,50,50,1.0,Kenya,2.0,7.0,,15.0,,8.0,1,0,2,,4,4,2.0,2.0,,1.0,3.0,3.0,2.0,2.0,,1.0,2.0,2,6,3.0,,2,2,2,1,2,,1,2,,,,2,,,2,,,2,,,2,,,,,,1,2,,2,2,70,30,0,0,0,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,2,3,,1.0,753500.0,3.0,2,80,1.0,0.0,3.0,35200.0,90,1.0,3.0,1,4,30,1,1.0,2.0,1.0,1.0,3,65.0,,1,1,-6,,,2,,2,,0.0,,2,,,2,,,1,1,1,0,0,0,1,4,3,6,2,1,5,7,47,39,,,40,3,4,,,20.0,95.0,,2,,,,,,,3,0.0,5.0,2,,,47,51,22.0,6.0,2,,,2,,0,0,15,4,12,6,14,11,5,1,10,13,9,7,15,8,2,3,254868000.0,100256500.0,2362800,900635,925420,,,,,,35,45,6,2,2024,10,41,2,4,1,,,3,1,1,2,4923,1,2,3,0,12.195817,12.385816,14.300737,11,4
1188558,591,1,1,1,1,0,0,1,18,1,1,6,2,0,1,31,5,2023,10,19,2022,12,31,33,Int1RWA,,,,,,5,,1,100,0,0,0,2,,2008,2,2008,25,2,2,,2,,,,240,1,2.0,0.0,40.0,0.0,,2,,2,,,,10,1.0,,1,3.0,2.0,0.0,,1,1,-6.0,15000.0,2,,,,,4,1,1,,,,,100,125000000.0,one hundred and twenty-five million,120000000.0,one hundred and twenty million,30000000.0,thirty million,100,0,0,,,,,,,,,,,,,70,30,1.0,China,1.0,2.0,,2.0,,10.0,2,0,2,,4,4,,,,,,,,,,,,1,-4,,10.0,2,2,1,2,2,,0,2,,,,2,,,2,,90.0,2,,,2,,,,,,1,2,,2,2,100,0,0,0,0,1,18000000.0,0.0,,18000000.0,,0.0,,0.0,,0.0,,0.0,,0.0,1.0,11000000.0,0.0,1,2,4,,,,,,,,,,,,,2,4,1.0,,,,1,70,1.0,2.0,0.0,0.0,100,5.0,1.0,1,4,1,2,,,,,2,,12.0,1,1,1,4.0,,1,3.0,1,15.0,0.0,,2,,,2,,,1,0,0,4,3,0,0,5,3,7,2,4,1,6,6,5,5.0,1.0,4,1,0,1.0,1.0,,,5.0,2,,,,,,,0,,,2,,,0,5,2.0,1.0,2,,,2,,0,0,11,5,11,7,13,12,15,10,2,1,6,3,14,8,4,9,15000000.0,4032000.0,720000,70000,1800000,9000000.0,,29000000.0,57800000.0,-9.0,1,15,31,5,2023,12,15,1,4,1,,,1,1,1,2,1812,1,1,1,0,19.165749,20.163015,23.855488,1,5
1188559,609,2,1,1,1,0,0,1,47,2,1,5,2,0,1,20,1,2024,10,13,2023,12,31,33,Int15RWA,,,,,,3,,1,0,100,0,0,2,,2015,4,2015,15,2,2,,2,,,,480,1,2.0,0.0,5.0,0.0,,1,2.0,2,,,,4,1.0,,2,,,,,1,2,,,2,,,,,4,1,2,,,,,100,438786000.0,four hundred and thirty-eight million seven hundred and eighty-six thousand,,,455374875.0,four hundred and fifty-five million three hundred and seventy-four thousand eight hundred and seventy-five,100,0,0,,,,,,,,,,,,,25,75,1.0,India,1.0,28.0,,35.0,,1.0,1,0,2,,-7,-7,,,,,,,,,,,,2,-4,,95.0,1,2,1,2,2,,-7,1,2.0,starting delivering products to all our customers in all provinces of the country.,Before the customers should take products themselves from our depot to their shops.,1,Delivering products from our shop to the customers shops.,Before we had not that process of delivering to our clients.,2,,,2,,,2,,,60.0,3.0,,-7,2,,2,2,95,0,0,5,0,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,2,4,1.0,,,,1,95,1.0,3.0,1.0,25000.0,98,1.0,1.0,0,-7,1,1,4.0,2.0,1.0,2.0,2,,72.0,2,2,2,,3.0,2,,2,,0.0,,1,3.0,2.0,2,,,1,0,0,0,-7,0,0,4,7,6,1,3,2,5,5,5,,,3,1,1,,,2.0,,5.0,2,,,,,,,0,,,2,,,0,0,,,2,,,1,1.0,0,0,14,12,11,14,9,3,5,13,6,2,8,10,7,4,15,1,9500000.0,3500000.0,1440000,132000,1620000,,365655000.0,,,,1,2,20,1,2024,12,16,2,4,1,,,2,1,1,2,4772,1,1,2,0,9.536638,10.500564,13.140285,3,3
1188560,655,3,3,1,1,1,1,1,46,3,1,102,1,0,1,13,7,2023,14,12,2022,12,31,33,Int1RWA,3.0,1.0,1.0,1.0,,2,,2,100,0,0,0,1,60.0,1983,30,1985,15,2,2,,2,,,,50,2,,,,,,2,,2,,,,10,1.0,,2,,,,,1,2,,,2,,,,,3,0,3,,,,,100,40000000.0,forty million,,,50000000.0,fifty million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,-7.0,2.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,-7.0,2,-4,3.0,,2,2,3,2,2,,1,2,,,,2,,,2,,,2,,,2,,,,,,3,2,,2,2,70,30,0,0,0,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,1,3,,1.0,100000.0,5.0,2,70,1.0,0.0,3.0,50.0,65,1.0,10.0,0,4,100,1,2.0,2.0,1.0,1.0,3,40.0,,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,0,7,3,2,6,5,1,4,180,180,,,10,20,150,,,50.0,30.0,,1,,,,,3.0,,10,5.0,5.0,2,,,0,0,,,2,,,2,,0,0,1,2,11,12,6,5,8,4,13,15,3,7,1,14,10,9,30000000.0,5000000.0,600000,60000,200000,,,,,,20,8,13,7,2023,15,32,2,4,1,,,1,1,1,2,4649,1,3,3,0,1.1976916,1.1990166,1.2292786,17,2
1188561,745,3,2,1,1,0,1,1,10,1,1,38,2,0,1,12,2,2024,14,2,2023,12,31,33,Int21RWA,,,,,,3,,1,100,0,0,0,2,,2015,32,2012,20,2,1,RSB,2,,,,1053,2,,,,,,1,30.0,2,,,,100,1.0,,2,,,,,1,2,,,2,,,,,4,0,1,,,,,60,1258638525.0,one billion two hundred and fifty-eight million six hundred and thirty-eight thousand five hundred and twenty-five,-9.0,,925463810.0,nine hundred and twenty-five million four hundred and sixty-three thousand eight hundred and ten,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,1,1,2,,4,4,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,2,10,,30.0,2,2,1,2,2,,2,2,,,,2,,,2,,80.0,2,,,2,,,,,,1,2,,2,1,80,0,0,20,0,2,,,,,,,,,,,,,,,2.0,,,1,2,4,,,,,,,,,,,,,2,4,5.0,,,,1,30,1.0,0.0,4.0,10210.0,100,1.0,3.0,1,3,7,1,3.0,2.0,1.0,2.0,3,53.0,,1,1,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,1,7,1,4,3,5,6,2,38,32,33.0,5.0,25,2,6,3.0,1.0,,90.0,,2,,,,,,,4,4.0,,1,1.0,2.0,38,0,,,2,,,1,-5.0,0,0,13,3,10,14,11,5,6,12,13,8,4,15,2,9,7,1,352468500.0,20455362.0,1523470,354826,37500,-9.0,,-9.0,-9.0,4405234838.0,40,38,12,2,2024,15,30,2,4,1,,,3,1,1,2,1071,1,2,3,0,12.195817,12.385816,14.300737,11,3
1188562,751,3,1,1,1,0,0,1,56,3,1,22,2,0,1,17,6,2023,16,26,2022,12,31,33,Int7RWA,,,,,,4,,1,0,100,0,0,2,,2017,16,2017,10,2,2,,2,,,,4800,1,0.0,,,0.0,,1,1.0,2,,,,125,1.0,,2,,,,,1,2,,,1,0.0,30.0,0.0,,3,1,52,,,,,100,220000000.0,two hundred and twenty million,,,150000000.0,one hundred and fifty million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,3,2,-7.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,1.0,3.0,1,-4,,50.0,2,-9,3,2,-9,,0,1,2.0,They add many kinds of fruits that customers eat as dessert,New open,2,,,2,,,2,,,-7,,,,,,0,2,,2,2,100,0,0,0,0,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,2,4,1.0,,,,2,70,5.0,0.0,5.0,20000.0,20,5.0,5.0,2,3,1,1,12.0,2.0,2.0,,1,,24.0,1,1,-6,,,2,,2,,-9.0,,2,,,2,,,2,1,1,0,0,-7,1,5,1,7,2,4,6,3,22,16,,,5,16,1,,,5.0,,10.0,2,,,,,,,0,,,1,1.0,0.0,22,0,,,2,,,2,,1,2,14,13,2,14,12,8,6,11,4,7,15,3,10,1,9,5,42000000.0,1056000.0,14000000,720000,1200000,,,,,,30,18,17,6,2023,17,30,1,4,3,1.0,30.0,1,1,1,2,5610,1,1,3,0,27.43655,28.14314,32.544987,5,4
1188563,845,2,2,1,1,1,1,1,10,1,1,60,1,0,1,25,1,2024,15,35,2023,12,31,33,Int3RWA,2.0,1.0,2.0,1.0,,5,,2,100,0,0,0,1,40.0,2010,5,2012,30,1,1,ISO 22000,2,,,,796,1,1.0,0.0,30.0,,250000.0,1,30.0,2,,,,21,1.0,,1,3.0,6.0,,90000.0,1,1,10.0,200000.0,1,0.0,15.0,3.0,,3,3,1,,,,,55,380000000.0,three hundred and eighty million,412000000.0,four hundred twelve million,25800000.0,twenty-five million eight hundred thousand,80,20,0,,,,,,,,,,,,2015.0,60,40,1.0,Egypt,1.0,5.0,,7.0,,3.0,3,3,2,,4,4,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,2,-4,3.0,,2,2,1,1,2,,0,1,2.0,Coffee shop,"Within our premises, we introduced a coffee shop that allows walk in clients to enjoy their shopping experience by taking coffee and other drinks",1,Introduction of Point of Sale gadgets (POS),"We only had cash and mobile money transfer payment system, introducing POS allowed the use of debit and credit cards by our clients",2,,75.0,1,25.0,-8.0,1,30.0,25.0,,,,3,2,,1,1,70,30,0,0,0,1,3800000.0,500000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,0.0,12000000.0,1,1,2,1.0,2024.0,25000000.0,1.0,1.0,2.0,2.0,2.0,2.0,50000000.0,1.0,0.0,2,1,,1.0,16.0,20.0,1,78,5.0,1.0,2.0,5000.0,40,2.0,2.0,3,4,0,1,3.0,2.0,1.0,6.0,3,48.0,,1,1,1,12.0,,2,,2,,-9.0,,1,15.0,-9.0,2,,,3,0,2,4,4,2,4,1,5,7,3,6,4,2,59,21,47.0,12.0,38,5,4,9.0,6.0,,95.0,,1,,31.0,,10.0,90.0,,6,0.0,5.0,1,1.0,4.0,61,2,2.0,6.0,2,,,1,1.0,2,2,1,6,15,7,3,12,4,13,14,9,11,8,5,2,10,1,28243170.0,243170.0,2559600,780000,250000,420000.0,,11823760.0,700000.0,500000000.0,13,17,25,1,2024,17,42,1,1,2,2.0,30.0,1,1,1,2,1010,1,2,2,0,2.5964637,2.8305457,3.536589,9,5
1188564,848,2,2,1,1,0,1,1,47,2,1,93,2,0,1,25,1,2024,10,17,2023,12,31,33,Int15RWA,,,,,,4,,1,0,100,0,0,1,75.0,2011,30,2011,25,1,2,,2,,,,-9,2,,,,,,-9,,2,,,,6,1.0,,2,,,,,1,2,,,2,,,,,4,0,2,,,,,30,6761300421.0,six billion seven hundred and sixty-one million three hundred thousand four hundred and twenty-one,,,6706923754.0,six billion seven hundred and six million nine hundred and twenty-three thousand seven hundred and fifty-four,100,0,0,,,,,,,,,,,,,25,75,1.0,China,2.0,30.0,,75.0,,2.0,0,2,2,,4,4,-7.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,,-7.0,-7.0,1,-4,,85.0,1,2,1,2,-9,,-7,1,2.0,starting selling furnitures and manufacturing them.,Before we had not part of furnitures.,1,manufacturing furnitures.,Before we had not furnitures manufacturing system.,2,,,2,,,-7,,,1925.0,3.0,,-7,2,,2,2,90,0,0,10,0,2,,,,,,,,,,,,,,,,,,1,2,4,,,,,,,,,,,,,-9,4,1.0,,,,1,70,5.0,0.0,1.0,25000.0,75,1.0,1.0,0,4,2,1,4.0,2.0,1.0,2.0,2,72.0,,2,2,1,-5.0,,2,,2,,0.0,,1,7.0,2.0,2,,,0,0,1,0,-7,0,0,2,6,4,5,7,1,3,93,88,,,9,61,23,,,8.0,100.0,,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,1,0,3,2,6,9,14,12,11,3,5,4,13,15,10,8,7,1,318452000.0,128540000.0,-9,582000,750000,,3852625000.0,,,,1,2,25,1,2024,12,25,1,1,2,2.0,8.0,2,1,1,2,4711,1,2,2,0,2.5964637,2.8305457,3.536589,9,4
1188565,900,2,1,1,1,1,1,1,46,3,1,6,2,0,1,20,1,2024,13,37,2023,12,31,33,Int15RWA,,,,,,3,,1,100,0,0,0,2,,2006,3,2006,25,2,2,,2,,,,33,1,4.0,0.0,5.0,0.0,,2,,2,,,,60,2.0,,2,,,,,2,2,,,2,,,,,-9,1,3,,,,,90,657000000.0,six hundred and fifty-seven million,,,91500000.0,ninety-one million five hundred thousand,100,0,0,,,,,,,,,,,,,60,40,2.0,,,,,,,,0,-7,2,,4,4,,,,,,,,,,,,2,-4,2.0,,1,-9,1,2,-9,,-9,1,2.0,we started also selling some construction materials,before we had only domestic materials,1,Delivering products from our shop to the customers,The customers should take themselves products from our shop before we started delivering,2,,,2,,,2,,,,,,0,2,,2,2,65,25,0,10,0,2,,,,,,,,,,,,,,,,,,1,2,1,1.0,2021.0,100000000.0,1.0,2.0,2.0,2.0,1.0,2.0,250000000.0,1.0,35000000.0,2,4,7.0,,,,1,50,1.0,2.0,1.0,-9.0,60,1.0,1.0,0,4,2,1,6.0,2.0,1.0,4.0,2,72.0,,2,2,1,8.0,,2,,2,,0.0,,2,,,2,,,2,0,1,0,-7,0,0,3,6,4,1,5,2,7,6,4,,,2,3,1,,,1.0,,3.0,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,1,0,14,3,14,1,13,5,15,7,12,6,11,8,10,4,9,2,9500000.0,4200000.0,84000,146000,-9,,,,,,1,2,20,1,2024,15,17,2,4,1,,,2,1,1,2,4649,1,1,2,0,9.536638,10.500564,13.140285,3,3
1188566,930,3,3,1,1,1,1,1,55,3,1,170,2,0,1,13,2,2024,11,22,2023,12,31,33,Int15RWA,,,,,,4,,2,100,0,0,0,1,67.0,1973,78,2001,17,2,1,"HACCP, ISO,",2,,,,111204,1,6.0,0.0,25.0,,5500000.0,1,4.0,2,,,,5066,1.0,,1,5.0,3.0,,2400000.0,1,2,,,1,2.0,,,1800000.0,4,2,51,112.0,5331.0,3.0,,58,4334298569.0,four billion three hundred and thirty-four million two hundred and ninety-eight thousand five hundred and sixty-nine,,,1156641789.0,one billion one hundred and fifty-six million six hundred and forty-one thousand seven hundred and eighty-nine,100,0,0,,,,,,,,,,,,,75,25,2.0,,,,,,,,0,-7,2,,4,4,-7.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,-7.0,-7.0,2,-4,2.0,,1,2,1,2,2,,-7,1,2.0,Establishment of VIP rooms,"We only had VIP rooms, the introduction of VIP rooms attracted high executive clients to our portfolio",1,Rehabilitation of coffee shop,"The old coffee shop was small but after rehabilitation, it was designed to signify the Rwandan culture and much bigger to accomodate more clients",2,,,2,,,-7,,,,,,-9,2,,2,2,90,10,0,0,0,2,,,,,,,,,,,,,,,,,,1,1,1,1.0,2021.0,300000000.0,1.0,1.0,2.0,2.0,2.0,2.0,1500000000.0,3.0,1853916274.0,2,4,7.0,,,,1,68,2.0,0.0,-9.0,-9.0,65,1.0,1.0,1,4,3,1,4.0,2.0,1.0,3.0,2,48.0,,2,2,2,,3.0,1,4.0,1,45.0,0.0,,2,,,2,,,1,0,1,0,-7,0,0,2,1,4,5,6,7,3,170,108,,,102,52,16,,,45.0,,145.0,2,,,,,,,0,,,2,,,0,0,,,2,,,1,1.0,1,0,14,2,11,13,8,7,9,1,12,6,15,10,14,4,3,5,820850265.0,41137922.0,200737733,37697472,9675510,,,,,,1,1,13,2,2024,13,42,1,1,1,,,2,1,1,2,5510,1,3,3,0,1.1976916,1.1990166,1.2292786,17,4
1188567,939,1,1,1,1,0,1,1,18,1,1,18,2,0,1,7,2,2024,11,28,2023,12,31,33,Int15RWA,,,,,,4,,1,100,0,0,0,1,50.0,2018,3,2018,11,2,2,,2,,,,1000,1,4.0,0.0,15.0,,1500000.0,2,,2,,,,5,1.0,,2,,,,,1,2,,,1,2.0,,,500000.0,4,2,1,,,,,65,138000000.0,one hundred and thirty-eight million,-9.0,,1702712.0,one million seven hundred and two thousand seven hundred and twelve,100,0,0,,,,,,,,,,,,,35,65,1.0,China,1.0,5.0,,60.0,,4.0,1,2,2,,4,3,,,,,,,,,,,,1,-4,,70.0,1,2,1,2,2,,-7,1,2.0,Production made from wood waste,We used gypsum boards imported but we are now producing our own soft boards from wood waste,1,Use of latest printing technology,New printing technology cut costs and is more efficiency in printing high quality prints,2,,70.0,2,,,-7,,,,,,-9,2,,2,1,50,0,20,10,20,2,,,,,,,,,,,,,,,2.0,,,1,2,1,3.0,2021.0,20000000.0,1.0,2.0,2.0,2.0,1.0,2.0,35000000.0,4.0,32759651.0,1,4,6.0,,,,2,80,5.0,0.0,1.0,-9.0,75,1.0,-9.0,1,3,3,1,5.0,2.0,1.0,2.0,2,48.0,,1,1,1,-5.0,,2,,2,,0.0,,1,3.0,2.0,2,,,1,0,1,0,-7,0,0,3,7,4,6,1,2,5,18,4,15.0,3.0,11,3,1,3.0,2.0,,,14.0,2,,,,,,,5,5.0,,2,,,0,8,5.0,2.0,2,,,2,,1,0,14,13,7,11,9,14,8,12,6,4,3,10,5,1,15,2,39880000.0,5480000.0,3000000,180000,480000,-9.0,,-9.0,-9.0,-9.0,1,2,7,2,2024,13,47,1,4,1,,,2,1,1,2,1811,1,1,1,0,19.165749,20.163015,23.855488,1,4
1188568,955,3,1,1,1,0,0,1,46,3,1,12,1,0,1,30,6,2023,18,52,2022,12,31,33,Int20RWA,2.0,1.0,1.0,1.0,,4,,1,90,10,0,0,1,45.0,2018,6,2018,25,2,2,,2,,,,15,1,1.0,0.0,30.0,1.0,,2,,1,23.0,1.0,250000.0,10,1.0,,1,7.0,15.0,,200000.0,1,1,3.0,80000.0,1,4.0,,3.0,,4,0,3,,,,,65,51000000.0,fifty-one million,,,39000000.0,thirty-nine million,95,0,5,"Congo, Dem. Rep. of the",2.0,2.0,,4.0,,4.0,2.0,,,,2021.0,52,48,1.0,China,1.0,5.0,,7.0,,5.0,3,2,1,1.0,4,4,,,,,,,,,,,,2,4,,30.0,1,2,1,1,1,3.0,0,1,1.0,in days ago because of competion in the markert we add another proteins and increase qualitiesof our production.,markert competion to the market request us using additive and suppliment in our animal feed because our client request as to add that kind of proteins.,1,we have another private compuny which have aggrement of work with us which help our client to get feed animal without coming to our shop only and this system help our client.,when you buy feed for animal with us we give you guarantee and sent you expert in nutritionist to help.,1,250000.0,,1,-5.0,1.0,2,,,,,,4,2,,2,2,60,0,15,25,0,1,5000000.0,0.0,,3000000.0,,0.0,,0.0,,1500000.0,,500000.0,,0.0,,,,1,2,1,3.0,2023.0,12000000.0,1.0,2.0,1.0,1.0,2.0,1.0,35000000.0,1.0,10000000.0,2,4,4.0,,,,2,80,5.0,1.0,2.0,10000.0,80,5.0,1.0,2,2,2,1,1.0,1.0,1.0,6.0,2,,50.0,1,2,-6,,,1,3.0,1,60.0,3.0,,1,10.0,1.0,2,,,3,2,2,4,4,3,4,3,5,2,7,6,1,4,17,13,,,15,2,0,,,11.0,,15.0,1,,,,,,9.0,4,2.0,3.0,1,1.0,0.0,17,3,1.0,5.0,1,4.0,200000.0,2,,2,2,9,9,14,12,15,6,1,4,11,3,5,7,13,2,10,8,2000000.0,342000.0,400000,450000,500000,,,,,,5,7,30,6,2023,21,18,1,1,1,,,2,1,1,2,4620,1,1,3,0,27.43655,28.14314,32.544987,5,4
1188569,1008,3,3,1,1,1,0,1,55,3,1,230,1,0,1,12,2,2024,10,8,2023,12,31,33,Int15RWA,3.0,2.0,,,1.0,4,,2,100,0,0,0,1,25.0,2017,300,2016,20,2,1,"HACCP, Safe Hotel certificate",2,,,,123000,1,5.0,0.0,15.0,,5000000.0,1,5.0,2,,,,2800,1.0,,1,2.0,4.0,,1500000.0,1,2,,,1,0.0,20.0,0.0,,4,2,51,161.0,20930.0,3.0,,80,4365000000.0,four billion three hundred and sixty-five million,,,1960000000.0,one billion nine hundred and sixty million,100,0,0,,,,,,,,,,,,,65,35,2.0,,,,,,,,0,-7,2,,4,4,-7.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,-7.0,-7.0,1,-4,2.0,,1,2,1,2,2,,-7,1,2.0,Construction of swimming pool,"We had a small swimming pool, construction of a bigger and modern pool attracted more customers",1,Introduction of car hire services,Offering car hire services reduced the client's burden on getting cabs from outside. This line of business supplemented our sales,2,,,2,,,-7,,,,,,-9,2,,2,2,70,30,0,0,0,2,,,,,,,,,,,,,,,,,,1,1,1,1.0,2021.0,6000000000.0,1.0,2.0,2.0,2.0,1.0,2.0,15000000000.0,7.0,25000000000.0,2,4,1.0,,,,2,90,2.0,0.0,-9.0,-9.0,75,1.0,1.0,1,4,2,1,4.0,2.0,1.0,3.0,2,,72.0,2,2,2,,3.0,1,4.0,1,30.0,0.0,,2,,,2,,,1,0,1,0,-7,0,0,5,3,4,6,7,1,2,230,205,,,152,54,24,,,42.0,95.0,,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,1,0,8,11,8,13,15,7,10,14,2,9,3,12,5,4,1,6,1320000000.0,37000000.0,217000000,24000000,33000000,,,,,,1,1,12,2,2024,12,14,1,1,1,,,2,1,1,2,5510,1,3,3,0,1.1976916,1.1990166,1.2292786,17,4
1188570,1016,1,1,1,1,0,1,1,31,1,1,11,2,0,1,30,5,2023,14,52,2022,12,31,33,Int22RWA,,,,,,3,,1,100,0,0,0,2,,2019,30,2019,8,2,2,,2,,,,60,2,,,,,,2,,2,,,,10000,2.0,,2,,,,,1,1,2.0,30000.0,1,0.0,30.0,10.0,,4,3,1,,,,,60,12000000.0,twelve million,8000000.0,eight million,6000000.0,six million,100,0,0,,,,,,,,,,,,,100,0,,,,,,,,,0,0,2,,4,4,,,,,,,,,,,,2,-4,,10.0,2,2,1,2,2,,3,2,,,,1,we provide good qualities,before we have pool qualities for low price,2,,55.0,2,,,2,,,,,,4,1,300000.0,2,2,100,0,0,0,0,2,,,,,,,,,,,,,,,2.0,,,2,2,4,,,,,,,,,,,,,2,4,3.0,,,,2,70,5.0,0.0,1.0,1100000.0,80,1.0,1.0,0,-7,0,1,12.0,2.0,1.0,2.0,2,12.0,,2,2,2,,3.0,2,,2,,0.0,,2,,,2,,,0,0,0,0,0,0,2,4,2,6,5,7,1,3,11,20,8.0,3.0,5,3,0,0.0,0.0,,,5.0,2,,,,,,,0,,,2,,,0,0,,,2,,,2,,0,0,2,15,10,11,12,14,2,1,3,13,6,4,5,8,7,9,4650000.0,0.0,75000,50000,150000,6000000.0,,3200000.0,7000000.0,2000000.0,10,10,30,5,2023,17,9,1,4,1,,,3,1,1,2,3100,1,1,1,0,19.165749,20.163015,23.855488,1,3
