idstd,id,preference,rotation,a0,a1,a1a,a2,a3a,a3b,a3c,a3,a4a,a4b,a5,a6a,a6b,a7,a7a,a8a,a9,a10,a11,a12,a13,a14d,a14m,a14y,a14h,a14min,b1,b1x,b3,b2a,b2b,b2c,b2d,ETHb2,ETHb2x,b4,b4a,b5,b6,b6a,b6b,b7,b7a,b8,b8x,c3,c4,c5,c6,c7,c8a,c8b,c9a,c9b,c10,c11,ETHc1,ETHc2,c12,c13,c14,c15,c16,c17,c22a,c22b,c30a,c30b,d1a1x,d1a2,d1a3,d2,d2x,d3a,d3b,d3c,d4,d5a,d6,d7,d8,d10,d11,d12a,d12b,d13,d14,d15a,d16,d17,ETHd1,ETHd2,ETHd3a,ETHd3b,ETHd3c,ETHd3d,ETHd3e,ETHd4,ETHd5a,ETHd5b,ETHd6,ETHd6a,ETHd7,ETHd8,ETHd9,ETHd9a,ETHd30,d30a,d30b,ETHt30a,ETHt30b,ETHt30c,ETHt30d,e1,e2b,e6,e11,e30,h1,h2,h3,h4a,h4b,h5,h6,h7,h8,f1,f2,ETHg1,ETHg2,ETHg3a,ETHg3b,ETHg3c,ETHg4,ETHg5,ETHg6,g6a,g6b,g6c,g1a,g1b,g1c,g2,g3,g4,g5a,g5b,g5bx,g30a,i1,i2a,i2b,i3,i4a,i4b,i30,k1c,k2c,k3a,k3bc1,k3bc2,k3e,k3f,k3hd,k4,n5a,n5b,ETHk1a,ETHk1b,k5a,k5i,k5bc1,k5bc2,k5e,k5f,k5hdj,ETHk2,ETHk3a,ETHk3b,k6,k7,k8,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,ETHk4,ETHk5,ETHk6,ETHk7,ETHk8a,ETHk8,ETHk9,k15b,k15c,k15d,k16,k17,k20a1,k21,ETHk10,k30,h7a,j2,j3,j4,j5,ETHj1,ETHj2,ETHj3,ETHj4,ETHj5,ETHj5x,ETHj6,ETHj7,ETHj30a,ETHj30b,ETHj30c,ETHj30d,ETHj30e,j6a,j6,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,l1,l2,ETHl2a,ETHl2b,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l6,l6a,l8,l9a,l9a2,l9b,l10,l11a,l11b,l30a,l30b,m1a,m1d,n2a,n2b,n2e,n2f,n2i,n2p,n3,n6a,n6b,n7a,n7b,ETHn1,ETHn2,a15a1ax,a15a2a,a15a3,a15a1bx,a15a2b,a15b3,a15a1cx,a15a2c,a15c3,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,stratificationregioncode,stratificationsizecode,stratificationsectorcode,panelcode,wstrict,wmedian,wweak,strata
590227,20,6,3,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Large,Large,Yes,2,HQ with production and/or sales in this location,DOES NOT APPLY,No,Yes,1007,2001,3,7,2015,9,41,Limited partnership,,80,20,80,0,0,Middle Eastern,,No,,1997,DON'T KNOW,Yes,1997,3,No,Yes, Rain forest alliance certificate and UTZ,Yes,24.0,No,Yes,12.0,6.0,6.0,5.0,,Yes,10.0,DONT KNOW (SPONTANEOUS),No change,No,,,No,,,Yes,Yes,Major Obstacle,Very Severe Obstacle, manufacturing tea,1549,41,747732064.0,seven hundred forty seven million seven hundred thirty two thousand sixty four,60,0,40,1.0,No,NO LOSS,NO LOSS,1997.0,NO LOSSES,NO LOSS,95.0,5.0,Yes,45.0,No,180.0,,Yes,1.0,Number of Application Still in Process,0.0,0.0,0.0,0.0,Private commercial banks,50000000.0,50000000.0,30.0,,30.0,DONT KNOW (SPONTANEOUS),,,No obstacle,No Obstacle,Do Not Know,Minor obstacle,DONT KNOW,DONT KNOW,DONT KNOW,National - Main product sold mostly across Ethiopia,1.0,DONT KNOW (SPONTANEOUS),Yes,DONT KNOW (SPONTANEOUS),No,,No,No,No,No,No,No,,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),No,,,,,,,,0,100,0,0,100,0,No,,,,,,No Obstacle,No,,,No,,,Moderate Obstacle,0,0,99,1,0,0,0,0,Yes,35307976.0,46432279.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,Yes,24400078.0,23454030.0,Yes,Yes,Yes,Private commercial banks,2014.0,25000000.0,Yes,Yes,No,No,No,No,100000000.0,10.0,24.0,REFUSAL (SPONTANEOUS),,No,,,1.0,25000000.0,No,No,No need for a loan - establishment had sufficient capital,,Yes,Improved,Very Severe Obstacle,Strongly disagree,5,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,Yes,NO PAYMENTS OR GIFTS ARE PAID,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,Very Severe Obstacle,Moderate Obstacle,2337,2292,2200,DONT KNOW (SPONTANEOUS),2245.0,92.0,464.0,736.0,1045.0,311.0,29.0,,16115,7703.0,3.0,12.0,10.0,94,Yes,14.0,1.0,No Obstacle,No Obstacle,1,3,72918355,50000,249544025.0,286000.0,,407968243.0,369000000,366255452.0,238839603.0,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),Yes,2000000000.0,Junior Economist,10,Male, Planning and Program department manager,1.0,Male,,,,15,7,2015,16,28,Truthful,Are taken directly from establishment records,Several visits,3.0,10.0,1,3,1,1,1.0,1.0,1.0,30.0
590228,21,7,3,Non-retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Food,Wholesale,"No, does not match",Large,Large,Yes,2,HQ with production and/or sales in this location,DOES NOT APPLY,Yes,Yes,1008,2001,23,7,2015,13,17,Limited partnership,,80,20,80,0,0,Middle Eastern,,No,,2007,184,Yes,2007,25,Yes,Yes, HACCP Food Safty  mangment system certification,No,,,Yes,12.0,8.0,1.0,5.0,,Yes,15.0,DONT KNOW (SPONTANEOUS),Increased,No,,,,,,Yes,Yes,Major Obstacle,Major Obstacle, Food Items whole seller,5122,100,74000000.0,   Seventy Four Million,16,0,84,,,,,2007.0,NO LOSSES,NO LOSS,,,,,,,,Yes,20.0,20.0,0.0,0.0,0.0,0.0,Private commercial banks,277500000.0,277500000.0,10.0,,14.0,No,,,No obstacle,Minor Obstacle,Major Obstacle,Very Severe  obstacle,Moderate  obstacle,Major obstacle,Major obstacle,,,,No,No obstacle,No,,No,No,No,No,No,No,,,,No,,,,,,,,0,100,0,0,100,0,No,,,,,,No Obstacle,No,,,No,,,No Obstacle,35,100,5,95,0,0,0,0,Yes,2000000.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Improved,Moderate Obstacle,Tend to disagree,40,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,Yes,34.0,No,Major Obstacle,Major Obstacle,Major Obstacle,No Obstacle,Minor Obstacle,Major Obstacle,184,230,240,260,,,,,,,,DON'T KNOW (SPONTANEOUS),NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,40,No,,,No Obstacle,No Obstacle,8,3,16000000,850000,,,,,24000000,,,,,No,,,5,Male,,,,,,,23,7,2015,14,55,Truthful,Are in some case taken from books in some case estimates,One visit in face-to-face interview with one person,,,1,3,1,1,4.92,5.15,3.59,30.0
590229,23,3,1,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Large,Large,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1004,2001,23,6,2015,9,34,Limited partnership,,80,100,0,0,0,,,No,,1997,10,Yes,1997,17,No,No,,No,,,Yes,15.0,6.0,0.0,5.0,,Yes,10.0,5.0,Increased,No,,,No,,,Yes,No,Moderate Obstacle,No Obstacle, Coffee processing,1549,100,867000000.0,   Eight  Hundred and  Sixty Seven Million,0,0,100,1.0,No,NO LOSS,NO LOSS,1997.0,NO LOSSES,NO LOSS,100.0,0.0,,,,90.0,,No,,,,,,,,,,,,,,,,No obstacle,No Obstacle,No Obstacle,No obstacle,No obstacle,No obstacle,No obstacle,International,,Yes,No,No obstacle,No,,No,No,No,No,No,No,,90.0,70.0,No,,,,,,,,100,0,0,0,100,0,No,,,,,,Major Obstacle,Yes,,60000.0,No,,,No Obstacle,0,0,20,0,80,0,0,0,Yes,12750000.0,0.0,0.0,50.0,30.0,0.0,0.0,70.0,0.0,0.0,0.0,No,,,Yes,Yes,Yes,State-owned banks or government agency,2014.0,250000000.0,No,,,,,,,10.0,3.0,No,,Yes,10.0,3.0,1.0,160000000.0,No,Yes,,Application was approved in full,Yes,Improved,No Obstacle,DOES NOT APPLY,NO TIME WAS SPENT,Yes,Times inspected or met with tax officials,No,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,,500000.0,Yes,7.0,No,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,Does Not Apply,110,90,70,60,10.0,100.0,10.0,0.0,0.0,2.0,10.0,,50,15.0,3.0,8.0,8.0,30,No,,,No Obstacle,No Obstacle,8,1,3000000,115000,16500000.0,9000000.0,,28616000.0,620000000,89000000.0,DONT KNOW (SPONTANEOUS),150000000.0,250000000.0,Yes,4350000.0,,12,Male,,4.0,Female,,,,23,6,2015,11,9,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,3,1,1,1.0,1.0,1.0,30.0
590230,26,2,3,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Food,Food,"Yes, screener and sample frame info match",Large,Large,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1001,2002,22,6,2015,15,4,Limited partnership,,50,100,0,0,0,,,No,,2004,75,Yes,2004,20,No,Yes,"ISO2020,",No,,,Yes,5.0,9.0,0.0,10.0,,No,,,Increased,No,,,No,,,Yes,Yes,Major Obstacle,Moderate Obstacle,Food Processing Company,1511,100,26000000.0,   Twenty Six Million,60,40,0,,,,,2007.0,NO LOSSES,NO LOSS,95.0,5.0,Yes,14.0,No,90.0,,Yes,2.0,2.0,0.0,0.0,0.0,-9.0,Private commercial banks,4000000.0,4000000.0,10.0,,60.0,No,,,Minor obstacle,Moderate Obstacle,Major Obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,National - Main product sold mostly across Ethiopia,DONT KNOW (SPONTANEOUS),No,Yes,Major obstacle,No,,Yes,Yes,Yes,Yes,Yes,Yes,50000.0,25.0,20.0,Yes,2.0,0.0,1.0,1.0,,,,0,100,0,0,100,0,No,,,,,,Very Severe Obstacle,Yes,,250000.0,Yes,,50000.0,Moderate Obstacle,-9,20,60,40,0,0,0,0,Yes,3000000.0,500000.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,Yes,Yes,Yes,Private commercial banks,2014.0,1000000.0,Yes,Yes,Yes,Yes,Yes,No,30000000.0,5.0,48.0,No,,Yes,48.0,48.0,1.0,60000000.0,No,Yes,,Application was approved in full,Yes,Worsened,Very Severe Obstacle,DONT KNOW (SPONTANEOUS),NO TIME WAS SPENT,Yes,Times inspected or met with tax officials,No,Yes,Yes,No,Yes,,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,,NO PAYMENTS,,No,,,No,,,Major Obstacle,Major Obstacle,Minor Obstacle,Minor Obstacle,Major Obstacle,Minor Obstacle,166,150,155,75,100.0,66.0,10.0,10.0,80.0,35.0,10.0,,40,5.0,3.0,12.0,12.0,80,Yes,15.0,4.0,No Obstacle,No Obstacle,1,3,5000000,500000,16000000.0,2000000.0,,23500000.0,91500000,25000000.0,20000000.0,30000000.0,40000000.0,Yes,1000000.0,,10,Male,,,,,,,22,6,2015,16,0,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,3,1,1,1.0,1.0,1.0,30.0
590231,29,2,1,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Garments,Leather,"No, does not match",Small,Large,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1004,2001,22,6,2015,14,13,Limited partnership,,90,100,0,0,0,,,Yes,10.0,2002,DON'T KNOW,Yes,2002,40,No,Yes,ISO 1900,Yes,APPLICATION DENIED,No,Yes,15.0,3.0,0.0,2.0,,Yes,20.0,DONT KNOW (SPONTANEOUS),Increased,No,,,No,,,Yes,Yes,Major Obstacle,Moderate Obstacle,"Manufacturing And Exporting Of Finished Leather From Sheep Skins, Goat Skins And Cow Hide.",1911,100,280000000.0,   Two Hundred and Eighty Million,0,0,100,3.0,No,NO LOSS,NO LOSS,2003.0,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,80.0,20.0,Yes,20.0,No,DONT KNOW (SPONTANEOUS),,Yes,52.0,52.0,0.0,0.0,0.0,0.0,Private commercial banks,1116958.0,1116958.0,10.0,,7.0,No,,,No obstacle,No Obstacle,Major Obstacle,Very Severe  obstacle,No obstacle,Very Severe  obstacle,No obstacle,International,,Yes,No,No obstacle,Yes,No,No,No,No,No,No,No,,80.0,56.0,No,,,,,,,,100,0,0,100,0,0,No,,,,,,Minor Obstacle,No,,,No,,,No Obstacle,10,1,100,0,0,0,0,0,Yes,6443282.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,Yes,7241212.0,2633505.0,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,Yes,DONT KNOW (SPONTANEOUS),No Obstacle,Tend to disagree,20,Yes,Times inspected or met with tax officials,Yes,Yes,Yes,No,Yes,,,,,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Tend to agree,No,,NO PAYMENTS,,No,,,No,,,Do Not Know,Major Obstacle,No Obstacle,No Obstacle,No Obstacle,Does Not Apply,252,243,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),192.0,60.0,15.0,40.0,137.0,48.0,15.0,,30,6.0,LESS THAN ONE MONTH,10.0,10.0,30,No,,,No Obstacle,Minor Obstacle,8,1,8780434,828523,265000000.0,2957683.0,,277566640.0,180000000,39696042.0,11292262.0,46000000.0,20000000.0,Yes,2500000.0,,12,Female,,7.0,Male,,,,22,6,2015,16,15,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,1,2,1,1.29,1.44,2.73,4.0
590232,33,14,3,Retail Services,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Garments,Retail,"No, does not match",Small,Micro,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1006,2001,22,6,2015,16,35,Sole proprietorship,,100,100,0,0,0,,,No,,1993,4,Yes,1993,18,No,No,,No,,,Yes,30.0,2.0,1.0,5.0,,No,,,Increased,No,,,,,,No,No,Moderate Obstacle,Moderate Obstacle, Retail sale of sheets.,5232,80,1000000.0,   One Million,100,0,0,,,,,,NO LOSSES,NO LOSS,,,,,,,30.0,No,,,,,,,,,,,,,,,,DOES NOT APPLY,Very Severe Obstacle,Very Severe Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,,,,Yes,Very Severe Obstacle,No,,No,No,No,No,No,No,,,,No,,,,,,,,0,100,0,0,100,0,No,,,20.0,Square Yards,,No Obstacle,Yes,1.0,,No,,,Very Severe Obstacle,100,0,30,20,0,0,50,0,Yes,200000.0,0.0,0.0,100.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,No,,,Yes,No,Yes,Private commercial banks,2013.0,200000.0,Yes,No,No,No,Yes,No,4000000.0,100.0,36.0,No,,Yes,100.0,24.0,1.0,100000.0,Yes,Yes,,Application was approved in full,No,Improved,No Obstacle,Strongly disagree,80,Yes,20.0,Yes,Yes,Yes,No,No,The decisions are unfair,,,,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Yes,NO PAYMENTS OR GIFTS ARE PAID,NO PAYMENTS,,No,,,No,,,Very Severe Obstacle,Very Severe Obstacle,No Obstacle,Very Severe Obstacle,Very Severe Obstacle,Moderate Obstacle,4,4,4,4,,,,,,,,3.0,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,,,100,No,,,No Obstacle,No Obstacle,14,3,30000,4800,,,600000.0,,750000,,,,,No,,,18,Male,,,,,,,22,6,2015,17,24,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,1,2,1,1.29,1.44,2.73,4.0
590233,34,15,3,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Garments,Garments,"Yes, screener and sample frame info match",Small,Large,Yes,2,HQ with production and/or sales in this location,DOES NOT APPLY,Yes,Yes,1007,2001,31,7,2015,10,2,Limited partnership,,85,0,100,0,0,Middle Eastern,,Yes,15.0,2005,150,Yes,2005,7,No,No,,No,,,Yes,10.0,240.0,4.0,30.0,,Yes,30.0,DONT KNOW (SPONTANEOUS),Decreased,No,,,No,,,Yes,Yes,Major Obstacle,Minor Obstacle,Manufacturing T-Shirt,1810,90,300000000.0,   Three Hundred Million,35,0,65,7.0,No,NO LOSS,NO LOSS,2010.0,NO LOSSES,NO LOSS,70.0,30.0,Yes,7.0,No,180.0,,No,,,,,,,,,,,,,,,,No obstacle,No Obstacle,No Obstacle,No obstacle,No obstacle,No obstacle,No obstacle,International,,No,No,No obstacle,Yes,Yes,Yes,Yes,No,Yes,No,No,,70.0,48.0,No,,,,,,,,100,0,0,100,0,0,No,,,,,,No Obstacle,Yes,1.0,,No,,,No Obstacle,60,65,0,0,100,0,0,0,Yes,20000000.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,No,,,Yes,No,Yes,State-owned banks or government agency,2010.0,10000000.0,Yes,Yes,Yes,No,No,No,30000000.0,5.0,24.0,No,,,,,DON'T KNOW,,No,No,No need for a loan - establishment had sufficient capital,,Yes,Improved,No Obstacle,Tend to disagree,5,Yes,10.0,No,No,,,,,,,,DOES NOT APPLY,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,No,,NO PAYMENTS,,No,,,No,,,Minor Obstacle,No Obstacle,Minor Obstacle,Minor Obstacle,Minor Obstacle,No Obstacle,1660,1400,1000,1000,1560.0,100.0,1500.0,40.0,20.0,1400.0,40.0,,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,10.0,10.0,75,Yes,90.0,IF NO EMPLOYEES IN A CATEGORY WERE TRAINED,No Obstacle,Minor Obstacle,DONT KNOW (SPONTANEOUS),3,46486992,250000,224109519.0,1566887.0,,272413398.0,200000000,12640832.0,2000000.0,50000000.0,20000000.0,Yes,2000000.0,,5,Male,,,,,,,31,7,2015,12,22,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,1,1,2,1,1.29,1.44,2.73,4.0
590234,35,16,3,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Garments,Garments,"Yes, screener and sample frame info match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1012,2001,24,6,2015,10,3,Sole proprietorship,,100,100,0,0,0,,,Yes,100.0,1999,2,Yes,1999,10,Yes,No,,No,,,Yes,5.0,6.0,0.0,,20000.0,No,,,Decreased,Yes,7.0,No,Yes,15.0,DON'T KNOW (SPONTANEOUS),Yes,No,Minor Obstacle,No Obstacle, Manufacturing Leather Jackets,1810,70,1200000.0,   One Million Two Hundred Thousand,100,0,0,,,,,,NO LOSSES,NO LOSS,80.0,20.0,Yes,7.0,No,20.0,,Yes,2.0,2.0,0.0,0.0,0.0,0.0,Private commercial banks,450000.0,450000.0,10.0,,7.0,No,,,No obstacle,No Obstacle,No Obstacle,No obstacle,No obstacle,No obstacle,No obstacle,National - Main product sold mostly across Ethiopia,TOO MANY TO COUNT,No,No,No obstacle,Yes,Yes,No,Yes,Yes,No,No,No,,60.0,70.0,No,,,,,,,,0,100,0,0,0,100,No,,,,,,No Obstacle,Yes,,6000.0,No,,,No Obstacle,10,0,100,0,0,0,0,0,Yes,25000.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,No,,,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,Application procedures were complex,,Yes,Improved,No Obstacle,Strongly disagree,NO TIME WAS SPENT,Yes,12.0,No,No,,,,,,,,DONT KNOW,DONT KNOW,DONT KNOW,DONT KNOW,DONT KNOW,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,No Obstacle,9,5,5,4,6.0,3.0,0.0,6.0,0.0,2.0,2.0,,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,10.0,10.0,100,No,,,No Obstacle,No Obstacle,8,3,250000,1800,650000.0,0.0,,DONT KNOW (SPONTANEOUS),800000,100000.0,0.0,100000.0,DONT KNOW (SPONTANEOUS),Yes,20000.0,,6,Female,,,,,,,24,6,2015,11,3,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,1,2,1,1.29,1.44,2.73,4.0
590235,38,3,1,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Garments,Leather,"No, does not match",Small,Small,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1005,2002,23,6,2015,11,1,Sole proprietorship,,100,100,0,0,0,,,No,,1978,3,Yes,1978,34,No,No,,No,,,Yes,5.0,7.0,7.0,0.0,,No,,,No change,No,,,No,,,Yes,No,No Obstacle,No Obstacle," Leather Jackets, Bags,Balet,",1911,100,260000.0,  two hundred and sixty thousand,100,0,0,,,,,,NO LOSSES,NO LOSS,100.0,0.0,,,,60.0,,No,,,,,,,,,,,,,,,,No obstacle,No Obstacle,No Obstacle,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,National - Main product sold mostly across Ethiopia,TOO MANY TO COUNT,No,Yes,No obstacle,No,,No,No,No,No,No,No,,80.0,48.0,Yes,2.0,0.0,1.0,1.0,,,,0,100,0,0,100,0,No,,,,,,Minor Obstacle,Yes,,12000.0,No,,,No Obstacle,10,25,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,Collateral requirements were too high,,Yes,Improved,Minor Obstacle,DONT KNOW (SPONTANEOUS),NO TIME WAS SPENT,No,,,No,,,,,,,,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,No,,NO PAYMENTS,,No,,,No,,,No Obstacle,Does Not Apply,No Obstacle,Does Not Apply,Do Not Know,Do Not Know,15,15,15,10,12.0,3.0,12.0,0.0,0.0,4.0,0.0,,NO FULL-TIME SEASONAL OR TEMPORARY WORKERS,,,12.0,12.0,80,No,,,No Obstacle,No Obstacle,2,1,180000,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),,DONT KNOW (SPONTANEOUS),180000,DONT KNOW (SPONTANEOUS),DONT KNOW (SPONTANEOUS),500000.0,3000000.0,REFUSAL (SPONENOUS),,,34,Male,,,,,,,23,6,2015,11,42,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,1,2,1,1.29,1.44,2.73,4.0
590236,41,4,1,Manufacturing,17,Amharic,AddisAbaba,AddisAbaba,Yes,Yes,City with population over 1 million,Garments,Garments,"Yes, screener and sample frame info match",Small,Medium,"No, a firm on its own",1,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,DOES NOT APPLY,1004,2001,22,6,2015,14,33,Sole proprietorship,,100,100,0,0,0,,,Yes,100.0,1994,5,Yes,1994,20,No,No,,No,,,Yes,12.0,8.0,0.0,25.0,,No,,,No change,Yes,3.0,Yes,No,,,Yes,No,Major Obstacle,Major Obstacle, Manufacturing Of Leather Jacket,1810,80,1500000.0, One million five hundred thousand,100,0,0,,,,,,NO INTERNAL SHIPMENTS (DOES NOT APPLY),,90.0,10.0,No,,,7.0,,No,,,,,,,,,,,,,,,,Minor obstacle,Minor Obstacle,Moderate Obstacle,Minor obstacle,Minor obstacle,Major obstacle,Minor obstacle,Local  main product sold mostly in same municipality where,3.0,No,Yes,Very Severe Obstacle,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,60.0,40.0,No,,,,,,,,0,100,0,0,100,0,Yes,8.0,Yes,,,,Very Severe Obstacle,Yes,,7500.0,No,,,Minor Obstacle,0,0,100,0,0,0,0,0,No,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,,,,,,,,No,No,Interest rates were not favorable,,No,No change,Minor Obstacle,DOES NOT APPLY,50,Yes,15.0,No,No,,,,,,,,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree,Tend to disagree,Yes,NO PAYMENTS OR GIFTS ARE PAID,NO PAYMENTS,,Yes,25.0,No,Yes,20.0,No,Minor Obstacle,Major Obstacle,Moderate Obstacle,Moderate Obstacle,Moderate Obstacle,Does Not Apply,24,20,28,35,15.0,9.0,8.0,2.0,DONT KNOW (SPONTANEOUS),10.0,4.0,,3,0.0,3.0,12.0,12.0,90,No,,,No Obstacle,No Obstacle,12,1,330000,4000,950000.0,25000.0,,DONT KNOW (SPONTANEOUS),600000,300.0,900000.0,300000.0,900000.0,Yes,3000.0,,10,Male,,,,,,,22,6,2015,15,26,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,1,2,1,1.29,1.44,2.73,4.0
